off_eth,vic_eth,vic_band,off_band,rel,n
hispanic,hispanic,80-84,35-39,family,1
hispanic,hispanic,80-84,35-39,stranger,1
hispanic,hispanic,80-84,50-54,acquaintance,1
hispanic,hispanic,80-84,60-64,acquaintance,1
hispanic,hispanic,85+,25-29,acquaintance,1
hispanic,hispanic,85+,50-54,family,1
hispanic,hispanic,85+,55-59,family,2
hispanic,hispanic,85+,85+,intimate,2
hispanic,hispanic,85+,unknown,unknown,1
hispanic,hispanic,unknown,15-19,acquaintance,3
hispanic,hispanic,unknown,15-19,family,1
hispanic,hispanic,unknown,15-19,unknown,1
hispanic,hispanic,unknown,20-24,acquaintance,2
hispanic,hispanic,unknown,20-24,family,4
hispanic,hispanic,unknown,20-24,intimate,1
hispanic,hispanic,unknown,20-24,stranger,1
hispanic,hispanic,unknown,20-24,unknown,1
hispanic,hispanic,unknown,25-29,acquaintance,1
hispanic,hispanic,unknown,25-29,family,2
hispanic,hispanic,unknown,30-34,acquaintance,2
hispanic,hispanic,unknown,30-34,unknown,1
hispanic,hispanic,unknown,35-39,family,1
hispanic,hispanic,unknown,35-39,intimate,1
hispanic,hispanic,unknown,35-39,unknown,2
hispanic,hispanic,unknown,40-44,acquaintance,1
hispanic,hispanic,unknown,40-44,unknown,1
hispanic,hispanic,unknown,45-49,unknown,1
hispanic,nh_black,0-4,20-24,family,2
hispanic,nh_black,0-4,30-34,family,1
hispanic,nh_black,0-4,30-34,unknown,1
hispanic,nh_black,10-14,10-14,stranger,1
hispanic,nh_black,10-14,15-19,acquaintance,2
hispanic,nh_black,10-14,15-19,unknown,3
hispanic,nh_black,10-14,20-24,stranger,2
hispanic,nh_black,15-19,10-14,acquaintance,3
hispanic,nh_black,15-19,15-19,acquaintance,14
hispanic,nh_black,15-19,15-19,stranger,9
hispanic,nh_black,15-19,15-19,unknown,19
hispanic,nh_black,15-19,20-24,acquaintance,4
hispanic,nh_black,15-19,20-24,family,1
hispanic,nh_black,15-19,20-24,intimate,2
hispanic,nh_black,15-19,20-24,stranger,3
hispanic,nh_black,15-19,20-24,unknown,5
hispanic,nh_black,15-19,25-29,stranger,2
hispanic,nh_black,15-19,25-29,unknown,3
hispanic,nh_black,15-19,30-34,acquaintance,1
hispanic,nh_black,15-19,35-39,unknown,1
hispanic,nh_black,15-19,45-49,intimate,1
hispanic,nh_black,15-19,unknown,stranger,2
hispanic,nh_black,15-19,unknown,unknown,2
hispanic,nh_black,20-24,10-14,unknown,1
hispanic,nh_black,20-24,15-19,acquaintance,5
hispanic,nh_black,20-24,15-19,family,1
hispanic,nh_black,20-24,15-19,stranger,5
hispanic,nh_black,20-24,15-19,unknown,12
hispanic,nh_black,20-24,20-24,acquaintance,7
hispanic,nh_black,20-24,20-24,intimate,3
hispanic,nh_black,20-24,20-24,stranger,6
hispanic,nh_black,20-24,20-24,unknown,7
hispanic,nh_black,20-24,25-29,acquaintance,8
hispanic,nh_black,20-24,25-29,stranger,2
hispanic,nh_black,20-24,25-29,unknown,7
hispanic,nh_black,20-24,30-34,acquaintance,1
hispanic,nh_black,20-24,30-34,unknown,3
hispanic,nh_black,20-24,35-39,acquaintance,1
hispanic,nh_black,20-24,35-39,stranger,1
hispanic,nh_black,20-24,40-44,stranger,1
hispanic,nh_black,20-24,40-44,unknown,1
hispanic,nh_black,20-24,45-49,acquaintance,1
hispanic,nh_black,20-24,50-54,stranger,2
hispanic,nh_black,20-24,50-54,unknown,2
hispanic,nh_black,20-24,unknown,stranger,1
hispanic,nh_black,20-24,unknown,unknown,1
hispanic,nh_black,25-29,15-19,acquaintance,4
hispanic,nh_black,25-29,15-19,stranger,2
hispanic,nh_black,25-29,15-19,unknown,1
hispanic,nh_black,25-29,20-24,acquaintance,10
hispanic,nh_black,25-29,20-24,stranger,3
hispanic,nh_black,25-29,20-24,unknown,7
hispanic,nh_black,25-29,25-29,acquaintance,6
hispanic,nh_black,25-29,25-29,intimate,6
hispanic,nh_black,25-29,25-29,stranger,4
hispanic,nh_black,25-29,25-29,unknown,8
hispanic,nh_black,25-29,30-34,acquaintance,5
hispanic,nh_black,25-29,30-34,family,1
hispanic,nh_black,25-29,30-34,stranger,3
hispanic,nh_black,25-29,30-34,unknown,4
hispanic,nh_black,25-29,35-39,acquaintance,2
hispanic,nh_black,25-29,35-39,stranger,2
hispanic,nh_black,25-29,40-44,acquaintance,3
hispanic,nh_black,25-29,40-44,stranger,3
hispanic,nh_black,25-29,45-49,acquaintance,2
hispanic,nh_black,25-29,50-54,intimate,1
hispanic,nh_black,25-29,50-54,unknown,1
hispanic,nh_black,25-29,60-64,family,1
hispanic,nh_black,25-29,70-74,acquaintance,1
hispanic,nh_black,25-29,unknown,stranger,1
hispanic,nh_black,25-29,unknown,unknown,2
hispanic,nh_black,30-34,15-19,acquaintance,2
hispanic,nh_black,30-34,15-19,stranger,2
hispanic,nh_black,30-34,15-19,unknown,3
hispanic,nh_black,30-34,20-24,acquaintance,5
hispanic,nh_black,30-34,20-24,intimate,1
hispanic,nh_black,30-34,20-24,stranger,3
hispanic,nh_black,30-34,20-24,unknown,9
hispanic,nh_black,30-34,25-29,acquaintance,10
hispanic,nh_black,30-34,25-29,stranger,3
hispanic,nh_black,30-34,25-29,unknown,6
hispanic,nh_black,30-34,30-34,acquaintance,8
hispanic,nh_black,30-34,30-34,family,1
hispanic,nh_black,30-34,30-34,intimate,1
hispanic,nh_black,30-34,30-34,stranger,3
hispanic,nh_black,30-34,30-34,unknown,9
hispanic,nh_black,30-34,35-39,acquaintance,2
hispanic,nh_black,30-34,35-39,intimate,2
hispanic,nh_black,30-34,35-39,stranger,4
hispanic,nh_black,30-34,35-39,unknown,2
hispanic,nh_black,30-34,40-44,acquaintance,2
hispanic,nh_black,30-34,40-44,unknown,2
hispanic,nh_black,30-34,45-49,acquaintance,1
hispanic,nh_black,30-34,45-49,family,1
hispanic,nh_black,30-34,55-59,acquaintance,1
hispanic,nh_black,30-34,60-64,stranger,1
hispanic,nh_black,30-34,65-69,acquaintance,1
hispanic,nh_black,30-34,unknown,unknown,1
hispanic,nh_black,35-39,15-19,stranger,2
hispanic,nh_black,35-39,15-19,unknown,2
hispanic,nh_black,35-39,20-24,acquaintance,1
hispanic,nh_black,35-39,20-24,family,1
hispanic,nh_black,35-39,20-24,intimate,2
hispanic,nh_black,35-39,20-24,stranger,4
hispanic,nh_black,35-39,20-24,unknown,4
hispanic,nh_black,35-39,25-29,acquaintance,1
hispanic,nh_black,35-39,25-29,intimate,2
hispanic,nh_black,35-39,25-29,stranger,2
hispanic,nh_black,35-39,25-29,unknown,2
hispanic,nh_black,35-39,30-34,acquaintance,4
hispanic,nh_black,35-39,30-34,stranger,3
hispanic,nh_black,35-39,30-34,unknown,5
hispanic,nh_black,35-39,35-39,acquaintance,2
hispanic,nh_black,35-39,35-39,family,1
hispanic,nh_black,35-39,35-39,intimate,2
hispanic,nh_black,35-39,35-39,unknown,2
hispanic,nh_black,35-39,40-44,acquaintance,4
hispanic,nh_black,35-39,40-44,stranger,1
hispanic,nh_black,35-39,40-44,unknown,4
hispanic,nh_black,35-39,45-49,acquaintance,4
hispanic,nh_black,35-39,50-54,acquaintance,3
hispanic,nh_black,35-39,50-54,stranger,1
hispanic,nh_black,40-44,15-19,acquaintance,2
hispanic,nh_black,40-44,15-19,unknown,2
hispanic,nh_black,40-44,20-24,acquaintance,1
hispanic,nh_black,40-44,20-24,family,1
hispanic,nh_black,40-44,20-24,stranger,5
hispanic,nh_black,40-44,20-24,unknown,4
hispanic,nh_black,40-44,25-29,acquaintance,2
hispanic,nh_black,40-44,25-29,unknown,1
hispanic,nh_black,40-44,30-34,acquaintance,3
hispanic,nh_black,40-44,30-34,stranger,2
hispanic,nh_black,40-44,30-34,unknown,2
hispanic,nh_black,40-44,35-39,acquaintance,5
hispanic,nh_black,40-44,35-39,intimate,1
hispanic,nh_black,40-44,35-39,unknown,2
hispanic,nh_black,40-44,40-44,unknown,3
hispanic,nh_black,40-44,45-49,intimate,1
hispanic,nh_black,40-44,45-49,stranger,1
hispanic,nh_black,40-44,45-49,unknown,1
hispanic,nh_black,40-44,50-54,stranger,1
hispanic,nh_black,40-44,50-54,unknown,1
hispanic,nh_black,40-44,55-59,intimate,1
hispanic,nh_black,40-44,55-59,stranger,1
hispanic,nh_black,40-44,70-74,unknown,1
hispanic,nh_black,45-49,15-19,family,1
hispanic,nh_black,45-49,15-19,stranger,3
hispanic,nh_black,45-49,20-24,acquaintance,2
hispanic,nh_black,45-49,20-24,stranger,1
hispanic,nh_black,45-49,20-24,unknown,3
hispanic,nh_black,45-49,25-29,acquaintance,1
hispanic,nh_black,45-49,25-29,stranger,3
hispanic,nh_black,45-49,30-34,acquaintance,2
hispanic,nh_black,45-49,30-34,intimate,1
hispanic,nh_black,45-49,30-34,stranger,1
hispanic,nh_black,45-49,30-34,unknown,1
hispanic,nh_black,45-49,35-39,unknown,2
hispanic,nh_black,45-49,40-44,unknown,1
hispanic,nh_black,45-49,45-49,acquaintance,1
hispanic,nh_black,45-49,45-49,unknown,1
hispanic,nh_black,45-49,50-54,acquaintance,1
hispanic,nh_black,45-49,55-59,unknown,1
hispanic,nh_black,45-49,65-69,family,1
hispanic,nh_black,5-9,40-44,stranger,1
hispanic,nh_black,50-54,15-19,stranger,3
hispanic,nh_black,50-54,20-24,family,1
hispanic,nh_black,50-54,20-24,intimate,1
hispanic,nh_black,50-54,20-24,stranger,1
hispanic,nh_black,50-54,25-29,unknown,1
hispanic,nh_black,50-54,30-34,acquaintance,3
hispanic,nh_black,50-54,30-34,stranger,1
hispanic,nh_black,50-54,30-34,unknown,1
hispanic,nh_black,50-54,35-39,acquaintance,1
hispanic,nh_black,50-54,35-39,stranger,1
hispanic,nh_black,50-54,35-39,unknown,2
hispanic,nh_black,50-54,40-44,unknown,3
hispanic,nh_black,50-54,50-54,acquaintance,1
hispanic,nh_black,50-54,unknown,unknown,1
hispanic,nh_black,55-59,15-19,stranger,1
hispanic,nh_black,55-59,15-19,unknown,1
hispanic,nh_black,55-59,20-24,acquaintance,1
hispanic,nh_black,55-59,20-24,stranger,2
hispanic,nh_black,55-59,25-29,acquaintance,2
hispanic,nh_black,55-59,25-29,stranger,2
hispanic,nh_black,55-59,30-34,stranger,1
hispanic,nh_black,55-59,35-39,stranger,4
hispanic,nh_black,55-59,35-39,unknown,1
hispanic,nh_black,55-59,40-44,unknown,2
hispanic,nh_black,55-59,50-54,acquaintance,1
hispanic,nh_black,55-59,50-54,intimate,1
hispanic,nh_black,55-59,unknown,stranger,1
hispanic,nh_black,60-64,15-19,acquaintance,2
hispanic,nh_black,60-64,15-19,intimate,1
hispanic,nh_black,60-64,20-24,acquaintance,1
hispanic,nh_black,60-64,20-24,unknown,1
hispanic,nh_black,60-64,25-29,acquaintance,1
hispanic,nh_black,60-64,25-29,stranger,2
hispanic,nh_black,60-64,30-34,acquaintance,2
hispanic,nh_black,60-64,30-34,stranger,1
hispanic,nh_black,60-64,35-39,stranger,1
hispanic,nh_black,60-64,40-44,acquaintance,1
hispanic,nh_black,60-64,40-44,intimate,1
hispanic,nh_black,60-64,45-49,acquaintance,1
hispanic,nh_black,60-64,65-69,acquaintance,1
hispanic,nh_black,60-64,65-69,unknown,1
hispanic,nh_black,60-64,unknown,unknown,2
hispanic,nh_black,65-69,20-24,acquaintance,1
hispanic,nh_black,65-69,20-24,stranger,2
hispanic,nh_black,65-69,25-29,acquaintance,1
hispanic,nh_black,65-69,25-29,unknown,1
hispanic,nh_black,65-69,35-39,acquaintance,1
hispanic,nh_black,65-69,35-39,unknown,1
hispanic,nh_black,65-69,50-54,stranger,1
hispanic,nh_black,70-74,15-19,acquaintance,1
hispanic,nh_black,70-74,35-39,family,1
hispanic,nh_black,70-74,35-39,stranger,1
hispanic,nh_black,70-74,40-44,family,1
hispanic,nh_black,85+,20-24,stranger,1
hispanic,nh_black,unknown,25-29,family,2
hispanic,nh_other,15-19,15-19,acquaintance,2
hispanic,nh_other,15-19,20-24,acquaintance,1
hispanic,nh_other,20-24,15-19,stranger,1
hispanic,nh_other,20-24,15-19,unknown,1
hispanic,nh_other,20-24,20-24,acquaintance,1
hispanic,nh_other,20-24,20-24,stranger,1
hispanic,nh_other,20-24,20-24,unknown,1
hispanic,nh_other,20-24,25-29,unknown,1
hispanic,nh_other,20-24,35-39,intimate,1
hispanic,nh_other,20-24,60-64,stranger,1
hispanic,nh_other,25-29,15-19,stranger,1
hispanic,nh_other,25-29,20-24,stranger,1
hispanic,nh_other,25-29,25-29,acquaintance,2
hispanic,nh_other,25-29,25-29,intimate,2
hispanic,nh_other,25-29,30-34,intimate,1
hispanic,nh_other,25-29,30-34,unknown,2
hispanic,nh_other,25-29,35-39,stranger,1
hispanic,nh_other,25-29,40-44,acquaintance,1
hispanic,nh_other,25-29,50-54,intimate,1
hispanic,nh_other,30-34,15-19,unknown,1
hispanic,nh_other,30-34,20-24,stranger,1
hispanic,nh_other,30-34,25-29,unknown,1
hispanic,nh_other,30-34,30-34,acquaintance,1
hispanic,nh_other,30-34,30-34,intimate,1
hispanic,nh_other,30-34,35-39,intimate,1
hispanic,nh_other,30-34,35-39,unknown,1
hispanic,nh_other,35-39,15-19,stranger,1
hispanic,nh_other,35-39,20-24,acquaintance,1
hispanic,nh_other,35-39,20-24,unknown,1
hispanic,nh_other,35-39,25-29,acquaintance,2
hispanic,nh_other,35-39,25-29,intimate,1
hispanic,nh_other,35-39,25-29,stranger,1
hispanic,nh_other,35-39,30-34,acquaintance,1
hispanic,nh_other,35-39,30-34,intimate,1
hispanic,nh_other,35-39,30-34,stranger,1
hispanic,nh_other,35-39,35-39,family,1
hispanic,nh_other,35-39,40-44,acquaintance,1
hispanic,nh_other,35-39,45-49,stranger,1
hispanic,nh_other,40-44,20-24,unknown,1
hispanic,nh_other,40-44,25-29,acquaintance,1
hispanic,nh_other,40-44,40-44,unknown,1
hispanic,nh_other,40-44,45-49,stranger,1
hispanic,nh_other,40-44,55-59,intimate,1
hispanic,nh_other,40-44,60-64,acquaintance,1
hispanic,nh_other,45-49,15-19,stranger,1
hispanic,nh_other,45-49,25-29,unknown,1
hispanic,nh_other,45-49,30-34,acquaintance,1
hispanic,nh_other,45-49,30-34,unknown,1
hispanic,nh_other,45-49,45-49,unknown,1
hispanic,nh_other,45-49,50-54,intimate,1
hispanic,nh_other,50-54,15-19,unknown,1
hispanic,nh_other,50-54,25-29,stranger,1
hispanic,nh_other,50-54,30-34,unknown,1
hispanic,nh_other,50-54,45-49,unknown,1
hispanic,nh_other,50-54,50-54,family,1
hispanic,nh_other,55-59,30-34,unknown,1
hispanic,nh_other,55-59,35-39,stranger,1
hispanic,nh_other,60-64,15-19,stranger,1
hispanic,nh_other,60-64,20-24,acquaintance,1
hispanic,nh_other,60-64,25-29,acquaintance,1
hispanic,nh_other,60-64,30-34,stranger,2
hispanic,nh_other,60-64,35-39,stranger,2
hispanic,nh_other,60-64,45-49,stranger,1
hispanic,nh_other,65-69,10-14,stranger,1
hispanic,nh_other,65-69,25-29,acquaintance,1
hispanic,nh_other,65-69,35-39,stranger,1
hispanic,nh_other,65-69,45-49,acquaintance,1
hispanic,nh_other,65-69,50-54,acquaintance,1
hispanic,nh_other,70-74,35-39,stranger,1
hispanic,nh_other,75-79,25-29,stranger,1
hispanic,nh_other,75-79,50-54,family,1
hispanic,nh_other,85+,20-24,stranger,1
hispanic,nh_white,0-4,15-19,acquaintance,1
hispanic,nh_white,0-4,15-19,family,2
hispanic,nh_white,0-4,20-24,family,2
hispanic,nh_white,0-4,25-29,acquaintance,2
hispanic,nh_white,0-4,30-34,acquaintance,1
hispanic,nh_white,0-4,30-34,family,2
hispanic,nh_white,0-4,30-34,stranger,1
hispanic,nh_white,0-4,35-39,acquaintance,1
hispanic,nh_white,0-4,35-39,family,1
hispanic,nh_white,10-14,15-19,acquaintance,2
hispanic,nh_white,10-14,25-29,stranger,1
hispanic,nh_white,10-14,35-39,acquaintance,1
hispanic,nh_white,15-19,10-14,acquaintance,2
hispanic,nh_white,15-19,15-19,acquaintance,20
hispanic,nh_white,15-19,15-19,intimate,2
hispanic,nh_white,15-19,15-19,stranger,4
hispanic,nh_white,15-19,15-19,unknown,8
hispanic,nh_white,15-19,20-24,acquaintance,5
hispanic,nh_white,15-19,20-24,intimate,3
hispanic,nh_white,15-19,20-24,stranger,2
hispanic,nh_white,15-19,20-24,unknown,2
hispanic,nh_white,15-19,25-29,acquaintance,1
hispanic,nh_white,15-19,25-29,stranger,2
hispanic,nh_white,15-19,25-29,unknown,3
hispanic,nh_white,15-19,35-39,acquaintance,1
hispanic,nh_white,15-19,35-39,family,1
hispanic,nh_white,15-19,35-39,stranger,2
hispanic,nh_white,15-19,35-39,unknown,1
hispanic,nh_white,15-19,45-49,acquaintance,1
hispanic,nh_white,15-19,65-69,unknown,1
hispanic,nh_white,15-19,unknown,unknown,1
hispanic,nh_white,20-24,0-4,acquaintance,1
hispanic,nh_white,20-24,15-19,acquaintance,6
hispanic,nh_white,20-24,15-19,stranger,3
hispanic,nh_white,20-24,15-19,unknown,2
hispanic,nh_white,20-24,20-24,acquaintance,15
hispanic,nh_white,20-24,20-24,family,1
hispanic,nh_white,20-24,20-24,intimate,6
hispanic,nh_white,20-24,20-24,stranger,1
hispanic,nh_white,20-24,20-24,unknown,6
hispanic,nh_white,20-24,25-29,acquaintance,5
hispanic,nh_white,20-24,25-29,intimate,5
hispanic,nh_white,20-24,25-29,stranger,2
hispanic,nh_white,20-24,25-29,unknown,2
hispanic,nh_white,20-24,30-34,acquaintance,6
hispanic,nh_white,20-24,30-34,intimate,2
hispanic,nh_white,20-24,30-34,unknown,2
hispanic,nh_white,20-24,35-39,intimate,1
hispanic,nh_white,20-24,35-39,stranger,3
hispanic,nh_white,20-24,40-44,acquaintance,2
hispanic,nh_white,20-24,40-44,intimate,1
hispanic,nh_white,20-24,40-44,stranger,1
hispanic,nh_white,20-24,40-44,unknown,1
hispanic,nh_white,20-24,45-49,stranger,1
hispanic,nh_white,20-24,unknown,unknown,1
hispanic,nh_white,25-29,15-19,acquaintance,3
hispanic,nh_white,25-29,15-19,stranger,6
hispanic,nh_white,25-29,15-19,unknown,1
hispanic,nh_white,25-29,20-24,acquaintance,4
hispanic,nh_white,25-29,20-24,intimate,3
hispanic,nh_white,25-29,20-24,stranger,4
hispanic,nh_white,25-29,20-24,unknown,4
hispanic,nh_white,25-29,25-29,acquaintance,10
hispanic,nh_white,25-29,25-29,family,2
hispanic,nh_white,25-29,25-29,intimate,7
hispanic,nh_white,25-29,25-29,unknown,6
hispanic,nh_white,25-29,30-34,acquaintance,3
hispanic,nh_white,25-29,30-34,intimate,1
hispanic,nh_white,25-29,30-34,stranger,2
hispanic,nh_white,25-29,30-34,unknown,2
hispanic,nh_white,25-29,35-39,intimate,1
hispanic,nh_white,25-29,35-39,unknown,2
hispanic,nh_white,25-29,40-44,acquaintance,2
hispanic,nh_white,25-29,40-44,intimate,1
hispanic,nh_white,25-29,40-44,stranger,2
hispanic,nh_white,25-29,45-49,acquaintance,4
hispanic,nh_white,25-29,60-64,acquaintance,1
hispanic,nh_white,25-29,unknown,stranger,1
hispanic,nh_white,30-34,10-14,family,1
hispanic,nh_white,30-34,15-19,family,1
hispanic,nh_white,30-34,15-19,stranger,7
hispanic,nh_white,30-34,15-19,unknown,3
hispanic,nh_white,30-34,20-24,acquaintance,3
hispanic,nh_white,30-34,20-24,stranger,8
hispanic,nh_white,30-34,20-24,unknown,3
hispanic,nh_white,30-34,25-29,acquaintance,9
hispanic,nh_white,30-34,25-29,family,1
hispanic,nh_white,30-34,25-29,intimate,4
hispanic,nh_white,30-34,25-29,stranger,3
hispanic,nh_white,30-34,25-29,unknown,3
hispanic,nh_white,30-34,30-34,acquaintance,5
hispanic,nh_white,30-34,30-34,intimate,5
hispanic,nh_white,30-34,30-34,stranger,6
hispanic,nh_white,30-34,30-34,unknown,5
hispanic,nh_white,30-34,35-39,acquaintance,2
hispanic,nh_white,30-34,35-39,intimate,4
hispanic,nh_white,30-34,35-39,stranger,1
hispanic,nh_white,30-34,40-44,acquaintance,3
hispanic,nh_white,30-34,40-44,intimate,1
hispanic,nh_white,30-34,40-44,stranger,3
hispanic,nh_white,30-34,40-44,unknown,1
hispanic,nh_white,30-34,45-49,acquaintance,4
hispanic,nh_white,30-34,45-49,intimate,1
hispanic,nh_white,30-34,45-49,stranger,2
hispanic,nh_white,30-34,45-49,unknown,1
hispanic,nh_white,30-34,50-54,acquaintance,2
hispanic,nh_white,30-34,50-54,family,1
hispanic,nh_white,30-34,50-54,unknown,1
hispanic,nh_white,30-34,55-59,intimate,1
hispanic,nh_white,30-34,60-64,stranger,1
hispanic,nh_white,30-34,60-64,unknown,2
hispanic,nh_white,30-34,unknown,stranger,1
hispanic,nh_white,30-34,unknown,unknown,2
hispanic,nh_white,35-39,15-19,acquaintance,2
hispanic,nh_white,35-39,15-19,stranger,5
hispanic,nh_white,35-39,15-19,unknown,1
hispanic,nh_white,35-39,20-24,acquaintance,7
hispanic,nh_white,35-39,20-24,family,1
hispanic,nh_white,35-39,20-24,intimate,1
hispanic,nh_white,35-39,20-24,stranger,8
hispanic,nh_white,35-39,20-24,unknown,2
hispanic,nh_white,35-39,25-29,acquaintance,6
hispanic,nh_white,35-39,25-29,intimate,1
hispanic,nh_white,35-39,25-29,stranger,1
hispanic,nh_white,35-39,25-29,unknown,3
hispanic,nh_white,35-39,30-34,acquaintance,4
hispanic,nh_white,35-39,30-34,intimate,5
hispanic,nh_white,35-39,30-34,stranger,2
hispanic,nh_white,35-39,30-34,unknown,2
hispanic,nh_white,35-39,35-39,acquaintance,8
hispanic,nh_white,35-39,35-39,intimate,6
hispanic,nh_white,35-39,35-39,unknown,3
hispanic,nh_white,35-39,40-44,acquaintance,2
hispanic,nh_white,35-39,40-44,intimate,5
hispanic,nh_white,35-39,40-44,unknown,1
hispanic,nh_white,35-39,45-49,acquaintance,1
hispanic,nh_white,35-39,45-49,intimate,1
hispanic,nh_white,35-39,45-49,unknown,2
hispanic,nh_white,35-39,50-54,acquaintance,2
hispanic,nh_white,35-39,50-54,stranger,1
hispanic,nh_white,35-39,55-59,acquaintance,1
hispanic,nh_white,35-39,60-64,intimate,1
hispanic,nh_white,35-39,70-74,acquaintance,1
hispanic,nh_white,40-44,15-19,family,1
hispanic,nh_white,40-44,15-19,stranger,3
hispanic,nh_white,40-44,20-24,acquaintance,1
hispanic,nh_white,40-44,20-24,family,1
hispanic,nh_white,40-44,20-24,stranger,2
hispanic,nh_white,40-44,20-24,unknown,2
hispanic,nh_white,40-44,25-29,acquaintance,4
hispanic,nh_white,40-44,25-29,family,1
hispanic,nh_white,40-44,25-29,intimate,1
hispanic,nh_white,40-44,25-29,stranger,3
hispanic,nh_white,40-44,25-29,unknown,1
hispanic,nh_white,40-44,30-34,acquaintance,5
hispanic,nh_white,40-44,30-34,intimate,4
hispanic,nh_white,40-44,30-34,stranger,2
hispanic,nh_white,40-44,30-34,unknown,5
hispanic,nh_white,40-44,35-39,acquaintance,4
hispanic,nh_white,40-44,35-39,intimate,3
hispanic,nh_white,40-44,35-39,stranger,4
hispanic,nh_white,40-44,35-39,unknown,2
hispanic,nh_white,40-44,40-44,acquaintance,7
hispanic,nh_white,40-44,40-44,intimate,5
hispanic,nh_white,40-44,40-44,stranger,2
hispanic,nh_white,40-44,45-49,acquaintance,2
hispanic,nh_white,40-44,45-49,intimate,1
hispanic,nh_white,40-44,45-49,unknown,2
hispanic,nh_white,40-44,50-54,intimate,1
hispanic,nh_white,40-44,55-59,acquaintance,3
hispanic,nh_white,40-44,60-64,intimate,1
hispanic,nh_white,40-44,60-64,unknown,1
hispanic,nh_white,40-44,unknown,intimate,1
hispanic,nh_white,40-44,unknown,unknown,1
hispanic,nh_white,45-49,10-14,stranger,1
hispanic,nh_white,45-49,15-19,acquaintance,1
hispanic,nh_white,45-49,15-19,family,1
hispanic,nh_white,45-49,15-19,stranger,3
hispanic,nh_white,45-49,20-24,acquaintance,1
hispanic,nh_white,45-49,20-24,stranger,4
hispanic,nh_white,45-49,20-24,unknown,1
hispanic,nh_white,45-49,25-29,acquaintance,1
