county_fips,cbsa,cbsa_title,is_metro
42055,16540,"Chambersburg-Waynesboro, PA",1
42061,26500,"Huntingdon, PA",0
42063,26860,"Indiana, PA",0
42069,42540,"Scranton--Wilkes-Barre--Hazleton, PA",1
42071,29540,"Lancaster, PA",1
42073,35260,"New Castle, PA",0
42075,30140,"Lebanon, PA",1
42077,10900,"Allentown-Bethlehem-Easton, PA-NJ",1
42079,42540,"Scranton--Wilkes-Barre--Hazleton, PA",1
42081,48700,"Williamsport, PA",1
42083,14620,"Bradford, PA",0
42085,49660,"Youngstown-Warren-Boardman, OH-PA",1
42087,30380,"Lewistown, PA",0
42089,20700,"East Stroudsburg, PA",1
42091,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1
42093,14100,"Bloomsburg-Berwick, PA",1
42095,10900,"Allentown-Bethlehem-Easton, PA-NJ",1
42097,44980,"Sunbury, PA",0
42099,25420,"Harrisburg-Carlisle, PA",1
42101,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1
42103,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
42107,39060,"Pottsville, PA",0
42109,42780,"Selinsgrove, PA",0
42111,43740,"Somerset, PA",0
42119,30260,"Lewisburg, PA",0
42121,36340,"Oil City, PA",0
42123,47620,"Warren, PA",0
42125,38300,"Pittsburgh, PA",1
42129,38300,"Pittsburgh, PA",1
42131,42540,"Scranton--Wilkes-Barre--Hazleton, PA",1
42133,49620,"York-Hanover, PA",1
44001,39300,"Providence-Warwick, RI-MA",1
44003,39300,"Providence-Warwick, RI-MA",1
44005,39300,"Providence-Warwick, RI-MA",1
44007,39300,"Providence-Warwick, RI-MA",1
44009,39300,"Providence-Warwick, RI-MA",1
45001,24940,"Greenwood, SC",0
45003,12260,"Augusta-Richmond County, GA-SC",1
45007,24860,"Greenville-Anderson-Mauldin, SC",1
45013,25940,"Hilton Head Island-Bluffton-Beaufort, SC",1
45015,16700,"Charleston-North Charleston, SC",1
45017,17900,"Columbia, SC",1
45019,16700,"Charleston-North Charleston, SC",1
45021,23500,"Gaffney, SC",0
45023,16740,"Charlotte-Concord-Gastonia, NC-SC",1
45031,22500,"Florence, SC",1
45035,16700,"Charleston-North Charleston, SC",1
45037,12260,"Augusta-Richmond County, GA-SC",1
45039,17900,"Columbia, SC",1
45041,22500,"Florence, SC",1
45043,23860,"Georgetown, SC",0
45045,24860,"Greenville-Anderson-Mauldin, SC",1
45047,24940,"Greenwood, SC",0
45051,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1
45053,25940,"Hilton Head Island-Bluffton-Beaufort, SC",1
45055,17900,"Columbia, SC",1
45057,16740,"Charlotte-Concord-Gastonia, NC-SC",1
45059,24860,"Greenville-Anderson-Mauldin, SC",1
45063,17900,"Columbia, SC",1
45069,13500,"Bennettsville, SC",0
45071,35140,"Newberry, SC",0
45073,42860,"Seneca, SC",0
45075,36700,"Orangeburg, SC",0
45077,24860,"Greenville-Anderson-Mauldin, SC",1
45079,17900,"Columbia, SC",1
45081,17900,"Columbia, SC",1
45083,43900,"Spartanburg, SC",1
45085,44940,"Sumter, SC",1
45087,43900,"Spartanburg, SC",1
45091,16740,"Charlotte-Concord-Gastonia, NC-SC",1
46005,26700,"Huron, SD",0
46011,15100,"Brookings, SD",0
46013,10100,"Aberdeen, SD",0
46027,46820,"Vermillion, SD",0
46029,47980,"Watertown, SD",0
46033,39660,"Rapid City, SD",1
46035,33580,"Mitchell, SD",0
46045,10100,"Aberdeen, SD",0
46061,33580,"Mitchell, SD",0
46065,38180,"Pierre, SD",0
46081,43940,"Spearfish, SD",0
46083,43620,"Sioux Falls, SD",1
46087,43620,"Sioux Falls, SD",1
46093,39660,"Rapid City, SD",1
46099,43620,"Sioux Falls, SD",1
46103,39660,"Rapid City, SD",1
46117,38180,"Pierre, SD",0
46119,38180,"Pierre, SD",0
46125,43620,"Sioux Falls, SD",1
46127,43580,"Sioux City, IA-NE-SD",1
46135,49460,"Yankton, SD",0
47001,28940,"Knoxville, TN",1
47003,43180,"Shelbyville, TN",0
47009,28940,"Knoxville, TN",1
47011,17420,"Cleveland, TN",1
47013,28940,"Knoxville, TN",1
47015,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1
47019,27740,"Johnson City, TN",1
47021,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1
47023,27180,"Jackson, TN",1
47029,35460,"Newport, TN",0
47031,46100,"Tullahoma-Manchester, TN",0
47033,27180,"Jackson, TN",1
47035,18900,"Crossville, TN",0
47037,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1
47043,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1
47045,20540,"Dyersburg, TN",0
47047,32820,"Memphis, TN-MS-AR",1
47051,46100,"Tullahoma-Manchester, TN",0
47057,28940,"Knoxville, TN",1
47059,24620,"Greeneville, TN",0
47063,34100,"Morristown, TN",1
47065,16860,"Chattanooga, TN-GA",1
47073,28700,"Kingsport-Bristol-Bristol, TN-VA",1
47079,37540,"Paris, TN",0
47081,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1
47087,18260,"Cookeville, TN",0
47089,34100,"Morristown, TN",1
47093,28940,"Knoxville, TN",1
47099,29980,"Lawrenceburg, TN",0
47105,28940,"Knoxville, TN",1
47107,11940,"Athens, TN",0
47111,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1
47113,27180,"Jackson, TN",1
47115,16860,"Chattanooga, TN-GA",1
47117,30280,"Lewisburg, TN",0
47119,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1
47125,17300,"Clarksville, TN-KY",1
47127,46100,"Tullahoma-Manchester, TN",0
47129,28940,"Knoxville, TN",1
47131,46460,"Union City, TN-KY",0
47133,18260,"Cookeville, TN",0
47139,17420,"Cleveland, TN",1
47141,18260,"Cookeville, TN",0
47143,19420,"Dayton, TN",0
47145,28940,"Knoxville, TN",1
47147,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1
47149,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1
47153,16860,"Chattanooga, TN-GA",1
47155,42940,"Sevierville, TN",0
47157,32820,"Memphis, TN-MS-AR",1
47159,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1
47163,28700,"Kingsport-Bristol-Bristol, TN-VA",1
47165,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1
47167,32820,"Memphis, TN-MS-AR",1
47169,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1
47171,27740,"Johnson City, TN",1
47173,28940,"Knoxville, TN",1
47177,32660,"McMinnville, TN",0
47179,27740,"Johnson City, TN",1
47183,32280,"Martin, TN",0
47187,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1
47189,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1
48001,37300,"Palestine, TX",0
48003,11380,"Andrews, TX",0
48005,31260,"Lufkin, TX",0
48007,18580,"Corpus Christi, TX",1
48009,48660,"Wichita Falls, TX",1
48011,11100,"Amarillo, TX",1
48013,41700,"San Antonio-New Braunfels, TX",1
48015,26420,"Houston-The Woodlands-Sugar Land, TX",1
48019,41700,"San Antonio-New Braunfels, TX",1
48021,12420,"Austin-Round Rock, TX",1
48025,13300,"Beeville, TX",0
48027,28660,"Killeen-Temple, TX",1
48029,41700,"San Antonio-New Braunfels, TX",1
48037,45500,"Texarkana, TX-AR",1
48039,26420,"Houston-The Woodlands-Sugar Land, TX",1
48041,17780,"College Station-Bryan, TX",1
48049,15220,"Brownwood, TX",0
48051,17780,"College Station-Bryan, TX",1
48055,12420,"Austin-Round Rock, TX",1
48057,38920,"Port Lavaca, TX",0
48059,10180,"Abilene, TX",1
48061,15180,"Brownsville-Harlingen, TX",1
48065,11100,"Amarillo, TX",1
48071,26420,"Houston-The Woodlands-Sugar Land, TX",1
48073,27380,"Jacksonville, TX",0
48077,48660,"Wichita Falls, TX",1
48085,19100,"Dallas-Fort Worth-Arlington, TX",1
48091,41700,"San Antonio-New Braunfels, TX",1
48097,23620,"Gainesville, TX",0
48099,28660,"Killeen-Temple, TX",1
48107,31180,"Lubbock, TX",1
48113,19100,"Dallas-Fort Worth-Arlington, TX",1
48115,29500,"Lamesa, TX",0
48117,25820,"Hereford, TX",0
48121,19100,"Dallas-Fort Worth-Arlington, TX",1
48135,36220,"Odessa, TX",1
48139,19100,"Dallas-Fort Worth-Arlington, TX",1
48141,21340,"El Paso, TX",1
48143,44500,"Stephenville, TX",0
48145,47380,"Waco, TX",1
48157,26420,"Houston-The Woodlands-Sugar Land, TX",1
48167,26420,"Houston-The Woodlands-Sugar Land, TX",1
48171,23240,"Fredericksburg, TX",0
48173,13700,"Big Spring, TX",0
48175,47020,"Victoria, TX",1
48179,37420,"Pampa, TX",0
48181,43300,"Sherman-Denison, TX",1
48183,30980,"Longview, TX",1
48187,41700,"San Antonio-New Braunfels, TX",1
48189,38380,"Plainview, TX",0
48199,13140,"Beaumont-Port Arthur, TX",1
48201,26420,"Houston-The Woodlands-Sugar Land, TX",1
48203,32220,"Marshall, TX",0
48209,12420,"Austin-Round Rock, TX",1
48213,11980,"Athens, TX",0
48215,32580,"McAllen-Edinburg-Mission, TX",1
48219,30220,"Levelland, TX",0
48221,19100,"Dallas-Fort Worth-Arlington, TX",1
48223,44860,"Sulphur Springs, TX",0
48227,13700,"Big Spring, TX",0
48229,21340,"El Paso, TX",1
48231,19100,"Dallas-Fort Worth-Arlington, TX",1
48233,14420,"Borger, TX",0
48235,41660,"San Angelo, TX",1
48245,13140,"Beaumont-Port Arthur, TX",1
48249,10860,"Alice, TX",0
48251,19100,"Dallas-Fort Worth-Arlington, TX",1
48253,10180,"Abilene, TX",1
48257,19100,"Dallas-Fort Worth-Arlington, TX",1
48259,41700,"San Antonio-New Braunfels, TX",1
48261,28780,"Kingsville, TX",0
48265,28500,"Kerrville, TX",0
48273,28780,"Kingsville, TX",0
48277,37580,"Paris, TX",0
48281,28660,"Killeen-Temple, TX",1
48291,26420,"Houston-The Woodlands-Sugar Land, TX",1
48303,31180,"Lubbock, TX",1
48305,31180,"Lubbock, TX",1
48309,47380,"Waco, TX",1
48317,33260,"Midland, TX",1
48321,13060,"Bay City, TX",0
48323,20580,"Eagle Pass, TX",0
48325,41700,"San Antonio-New Braunfels, TX",1
48329,33260,"Midland, TX",1
48339,26420,"Houston-The Woodlands-Sugar Land, TX",1
48341,20300,"Dumas, TX",0
48347,34860,"Nacogdoches, TX",0
48349,18620,"Corsicana, TX",0
48351,13140,"Beaumont-Port Arthur, TX",1
48353,45020,"Sweetwater, TX",0
48355,18580,"Corpus Christi, TX",1
48359,11100,"Amarillo, TX",1
48361,13140,"Beaumont-Port Arthur, TX",1
48363,33420,"Mineral Wells, TX",0
48367,19100,"Dallas-Fort Worth-Arlington, TX",1
48375,11100,"Amarillo, TX",1
48381,11100,"Amarillo, TX",1
48389,37780,"Pecos, TX",0
48395,17780,"College Station-Bryan, TX",1
48397,19100,"Dallas-Fort Worth-Arlington, TX",1
48401,30980,"Longview, TX",1
48409,18580,"Corpus Christi, TX",1
48415,43660,"Snyder, TX",0
48423,46340,"Tyler, TX",1
48425,19100,"Dallas-Fort Worth-Arlington, TX",1
48427,40100,"Rio Grande City, TX",0
48439,19100,"Dallas-Fort Worth-Arlington, TX",1
48441,10180,"Abilene, TX",1
48449,34420,"Mount Pleasant, TX",0
48451,41660,"San Angelo, TX",1
48453,12420,"Austin-Round Rock, TX",1
48455,26660,"Huntsville, TX",0
48459,30980,"Longview, TX",1
48463,46620,"Uvalde, TX",0
48465,19620,"Del Rio, TX",0
48469,47020,"Victoria, TX",1
48471,26660,"Huntsville, TX",0
48473,26420,"Houston-The Woodlands-Sugar Land, TX",1
48477,14780,"Brenham, TX",0
48479,29700,"Laredo, TX",1
48481,20900,"El Campo, TX",0
48485,48660,"Wichita Falls, TX",1
48487,46900,"Vernon, TX",0
48489,39700,"Raymondville, TX",0
48491,12420,"Austin-Round Rock, TX",1
48493,41700,"San Antonio-New Braunfels, TX",1
48497,19100,"Dallas-Fort Worth-Arlington, TX",1
48505,49820,"Zapata, TX",0
49003,36260,"Ogden-Clearfield, UT",1
49005,30860,"Logan, UT-ID",1
49007,39220,"Price, UT",0
49011,36260,"Ogden-Clearfield, UT",1
49021,16260,"Cedar City, UT",0
49023,39340,"Provo-Orem, UT",1
49029,36260,"Ogden-Clearfield, UT",1
49035,41620,"Salt Lake City, UT",1
49043,44920,"Summit Park, UT",0
49045,41620,"Salt Lake City, UT",1
49047,46860,"Vernal, UT",0
49049,39340,"Provo-Orem, UT",1
49051,25720,"Heber, UT",0
49053,41100,"St. George, UT",1
49057,36260,"Ogden-Clearfield, UT",1
50003,13540,"Bennington, VT",0
50007,15540,"Burlington-South Burlington, VT",1
50009,13620,"Berlin, NH-VT",0
50011,15540,"Burlington-South Burlington, VT",1
50013,15540,"Burlington-South Burlington, VT",1
50017,17200,"Claremont-Lebanon, NH-VT",0
50021,40860,"Rutland, VT",0
50023,12740,"Barre, VT",0
50027,17200,"Claremont-Lebanon, NH-VT",0
51003,16820,"Charlottesville, VA",1
51007,40060,"Richmond, VA",1
51009,31340,"Lynchburg, VA",1
51011,31340,"Lynchburg, VA",1
51013,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51015,44420,"Staunton-Waynesboro, VA",1
51019,31340,"Lynchburg, VA",1
51023,40220,"Roanoke, VA",1
51029,16820,"Charlottesville, VA",1
51031,31340,"Lynchburg, VA",1
51033,40060,"Richmond, VA",1
51036,40060,"Richmond, VA",1
51041,40060,"Richmond, VA",1
51043,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51045,40220,"Roanoke, VA",1
51047,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51051,13720,"Big Stone Gap, VA",0
51053,40060,"Richmond, VA",1
51059,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51061,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51063,13980,"Blacksburg-Christiansburg-Radford, VA",1
51065,16820,"Charlottesville, VA",1
51067,40220,"Roanoke, VA",1
51069,49020,"Winchester, VA-WV",1
51071,13980,"Blacksburg-Christiansburg-Radford, VA",1
51073,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
51075,40060,"Richmond, VA",1
51079,16820,"Charlottesville, VA",1
51085,40060,"Richmond, VA",1
51087,40060,"Richmond, VA",1
51089,32300,"Martinsville, VA",0
51093,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
51095,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
51101,40060,"Richmond, VA",1
51107,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51115,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
51121,13980,"Blacksburg-Christiansburg-Radford, VA",1
51125,16820,"Charlottesville, VA",1
51127,40060,"Richmond, VA",1
51143,19260,"Danville, VA",0
51145,40060,"Richmond, VA",1
51149,40060,"Richmond, VA",1
51153,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51155,13980,"Blacksburg-Christiansburg-Radford, VA",1
51157,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51161,40220,"Roanoke, VA",1
51165,25500,"Harrisonburg, VA",1
51169,28700,"Kingsport-Bristol-Bristol, TN-VA",1
51177,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51179,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51183,40060,"Richmond, VA",1
51185,14140,"Bluefield, WV-VA",0
51187,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51191,28700,"Kingsport-Bristol-Bristol, TN-VA",1
51195,13720,"Big Stone Gap, VA",0
51199,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
51510,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51515,31340,"Lynchburg, VA",1
51520,28700,"Kingsport-Bristol-Bristol, TN-VA",1
51540,16820,"Charlottesville, VA",1
51550,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
51570,40060,"Richmond, VA",1
51590,19260,"Danville, VA",0
51600,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51610,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51630,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51650,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
51660,25500,"Harrisonburg, VA",1
51670,40060,"Richmond, VA",1
51680,31340,"Lynchburg, VA",1
51683,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51685,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
51690,32300,"Martinsville, VA",0
51700,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
51710,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
51720,13720,"Big Stone Gap, VA",0
51730,40060,"Richmond, VA",1
51735,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
51740,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
51750,13980,"Blacksburg-Christiansburg-Radford, VA",1
51760,40060,"Richmond, VA",1
51770,40220,"Roanoke, VA",1
51775,40220,"Roanoke, VA",1
51790,44420,"Staunton-Waynesboro, VA",1
51800,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
51810,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
51820,44420,"Staunton-Waynesboro, VA",1
51830,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
51840,49020,"Winchester, VA-WV",1
53001,36830,"Othello, WA",0
53003,30300,"Lewiston, ID-WA",1
53005,28420,"Kennewick-Richland, WA",1
53007,48300,"Wenatchee, WA",1
53009,38820,"Port Angeles, WA",0
53011,38900,"Portland-Vancouver-Hillsboro, OR-WA",1
53013,47460,"Walla Walla, WA",1
53015,31020,"Longview, WA",1
53017,48300,"Wenatchee, WA",1
53021,28420,"Kennewick-Richland, WA",1
53025,34180,"Moses Lake, WA",0
53027,10140,"Aberdeen, WA",0
53029,36020,"Oak Harbor, WA",0
53033,42660,"Seattle-Tacoma-Bellevue, WA",1
53035,14740,"Bremerton-Silverdale, WA",1
53037,21260,"Ellensburg, WA",0
53041,16500,"Centralia, WA",0
53045,43220,"Shelton, WA",0
53051,44060,"Spokane-Spokane Valley, WA",1
53053,42660,"Seattle-Tacoma-Bellevue, WA",1
53057,34580,"Mount Vernon-Anacortes, WA",1
53059,38900,"Portland-Vancouver-Hillsboro, OR-WA",1
53061,42660,"Seattle-Tacoma-Bellevue, WA",1
53063,44060,"Spokane-Spokane Valley, WA",1
53065,44060,"Spokane-Spokane Valley, WA",1
53067,36500,"Olympia-Tumwater, WA",1
53071,47460,"Walla Walla, WA",1
53073,13380,"Bellingham, WA",1
53075,39420,"Pullman, WA",0
53077,49420,"Yakima, WA",1
54003,25180,"Hagerstown-Martinsburg, MD-WV",1
54005,16620,"Charleston, WV",1
54009,48260,"Weirton-Steubenville, WV-OH",1
54011,26580,"Huntington-Ashland, WV-KY-OH",1
54015,16620,"Charleston, WV",1
54017,17220,"Clarksburg, WV",0
54019,13220,"Beckley, WV",1
54027,49020,"Winchester, VA-WV",1
54029,48260,"Weirton-Steubenville, WV-OH",1
54033,17220,"Clarksburg, WV",0
54037,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
54039,16620,"Charleston, WV",1
54043,26580,"Huntington-Ashland, WV-KY-OH",1
54045,30880,"Logan, WV",0
54049,21900,"Fairmont, WV",0
54051,48540,"Wheeling, WV-OH",1
54053,38580,"Point Pleasant, WV-OH",0
54055,14140,"Bluefield, WV-VA",0
54057,19060,"Cumberland, MD-WV",1
54061,34060,"Morgantown, WV",1
54069,48540,"Wheeling, WV-OH",1
54077,34060,"Morgantown, WV",1
54079,26580,"Huntington-Ashland, WV-KY-OH",1
54081,13220,"Beckley, WV",1
54083,21180,"Elkins, WV",0
54091,17220,"Clarksburg, WV",0
54099,26580,"Huntington-Ashland, WV-KY-OH",1
54105,37620,"Parkersburg-Vienna, WV",1
54107,37620,"Parkersburg-Vienna, WV",1
55009,24580,"Green Bay, WI",1
55015,11540,"Appleton, WI",1
55017,20740,"Eau Claire, WI",1
55021,31540,"Madison, WI",1
55025,31540,"Madison, WI",1
55027,13180,"Beaver Dam, WI",0
55031,20260,"Duluth, MN-WI",1
55033,32860,"Menomonie, WI",0
55035,20740,"Eau Claire, WI",1
55037,27020,"Iron Mountain, MI-WI",0
55039,22540,"Fond du Lac, WI",1
55043,38420,"Platteville, WI",0
55045,31540,"Madison, WI",1
55049,31540,"Madison, WI",1
55055,48020,"Watertown-Fort Atkinson, WI",0
55059,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1
55061,24580,"Green Bay, WI",1
55063,29100,"La Crosse-Onalaska, WI-MN",1
55069,32980,"Merrill, WI",0
55071,31820,"Manitowoc, WI",0
55073,48140,"Wausau, WI",1
55075,31940,"Marinette, WI-MI",0
55078,43020,"Shawano, WI",0
55079,33340,"Milwaukee-Waukesha-West Allis, WI",1
55083,24580,"Green Bay, WI",1
55087,11540,"Appleton, WI",1
55089,33340,"Milwaukee-Waukesha-West Allis, WI",1
55093,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
55097,44620,"Stevens Point, WI",0
55101,39540,"Racine, WI",1
55105,27500,"Janesville-Beloit, WI",1
55109,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
55111,12660,"Baraboo, WI",0
55115,43020,"Shawano, WI",0
55117,43100,"Sheboygan, WI",1
55127,48580,"Whitewater-Elkhorn, WI",0
55131,33340,"Milwaukee-Waukesha-West Allis, WI",1
55133,33340,"Milwaukee-Waukesha-West Allis, WI",1
55139,36780,"Oshkosh-Neenah, WI",1
55141,49220,"Wisconsin Rapids-Marshfield, WI",0
56001,29660,"Laramie, WY",0
56005,23940,"Gillette, WY",0
56013,40180,"Riverton, WY",0
56021,16940,"Cheyenne, WY",1
56025,16220,"Casper, WY",1
56033,43260,"Sheridan, WY",0
56037,40540,"Rock Springs, WY",0
56039,27220,"Jackson, WY-ID",0
56041,21740,"Evanston, WY",0
72001,10260,"Adjuntas, PR",0
72003,10380,"Aguadilla-Isabela, PR",1
72005,10380,"Aguadilla-Isabela, PR",1
72007,41980,"San Juan-Carolina-Caguas, PR",1
72009,41980,"San Juan-Carolina-Caguas, PR",1
72011,10380,"Aguadilla-Isabela, PR",1
72013,11640,"Arecibo, PR",1
72015,25020,"Guayama, PR",1
72017,41980,"San Juan-Carolina-Caguas, PR",1
72019,41980,"San Juan-Carolina-Caguas, PR",1
72021,41980,"San Juan-Carolina-Caguas, PR",1
72023,41900,"San Germán, PR",1
72025,41980,"San Juan-Carolina-Caguas, PR",1
72027,11640,"Arecibo, PR",1
72029,41980,"San Juan-Carolina-Caguas, PR",1
72031,41980,"San Juan-Carolina-Caguas, PR",1
72033,41980,"San Juan-Carolina-Caguas, PR",1
72035,41980,"San Juan-Carolina-Caguas, PR",1
72037,41980,"San Juan-Carolina-Caguas, PR",1
72039,41980,"San Juan-Carolina-Caguas, PR",1
72041,41980,"San Juan-Carolina-Caguas, PR",1
72043,17620,"Coamo, PR",0
72045,41980,"San Juan-Carolina-Caguas, PR",1
72047,41980,"San Juan-Carolina-Caguas, PR",1
72051,41980,"San Juan-Carolina-Caguas, PR",1
72053,41980,"San Juan-Carolina-Caguas, PR",1
72054,41980,"San Juan-Carolina-Caguas, PR",1
72055,38660,"Ponce, PR",1
72057,25020,"Guayama, PR",1
72059,38660,"Ponce, PR",1
72061,41980,"San Juan-Carolina-Caguas, PR",1
72063,41980,"San Juan-Carolina-Caguas, PR",1
72065,11640,"Arecibo, PR",1
72067,32420,"Mayagüez, PR",1
72069,41980,"San Juan-Carolina-Caguas, PR",1
72071,10380,"Aguadilla-Isabela, PR",1
72073,27580,"Jayuya, PR",0
72075,38660,"Ponce, PR",1
72077,41980,"San Juan-Carolina-Caguas, PR",1
72079,41900,"San Germán, PR",1
72081,10380,"Aguadilla-Isabela, PR",1
72085,41980,"San Juan-Carolina-Caguas, PR",1
72087,41980,"San Juan-Carolina-Caguas, PR",1
72089,41980,"San Juan-Carolina-Caguas, PR",1
72091,41980,"San Juan-Carolina-Caguas, PR",1
72095,41980,"San Juan-Carolina-Caguas, PR",1
72097,32420,"Mayagüez, PR",1
72099,10380,"Aguadilla-Isabela, PR",1
72101,41980,"San Juan-Carolina-Caguas, PR",1
72103,41980,"San Juan-Carolina-Caguas, PR",1
72105,41980,"San Juan-Carolina-Caguas, PR",1
72107,41980,"San Juan-Carolina-Caguas, PR",1
72109,25020,"Guayama, PR",1
72111,38660,"Ponce, PR",1
72113,38660,"Ponce, PR",1
72115,11640,"Arecibo, PR",1
72117,10380,"Aguadilla-Isabela, PR",1
72119,41980,"San Juan-Carolina-Caguas, PR",1
72121,41900,"San Germán, PR",1
72123,17640,"Coco, PR",0
72125,41900,"San Germán, PR",1
72127,41980,"San Juan-Carolina-Caguas, PR",1
72129,41980,"San Juan-Carolina-Caguas, PR",1
72131,10380,"Aguadilla-Isabela, PR",1
72133,42180,"Santa Isabel, PR",0
72135,41980,"San Juan-Carolina-Caguas, PR",1
72137,41980,"San Juan-Carolina-Caguas, PR",1
72139,41980,"San Juan-Carolina-Caguas, PR",1
72141,10380,"Aguadilla-Isabela, PR",1
72143,41980,"San Juan-Carolina-Caguas, PR",1
72145,41980,"San Juan-Carolina-Caguas, PR",1
72149,38660,"Ponce, PR",1
72151,41980,"San Juan-Carolina-Caguas, PR",1
72153,38660,"Ponce, PR",1
