state,year,agency_id,ori,pub_agency_name,agency_type_name,population,months,n_known_all,rec_rate,nibrs_off_eth_start_date,comp_source,covered_pop,victimisations_violent
TX,2023,19707,TX2200700,Dalworthington Gardens,City,2263,12,39.0000,0.9487,2020-12-01,place,2263.0000,3.0000
TX,2023,19708,TX2200900,Euless,City,59722,12,1541.0000,0.9481,2020-11-01,place,59722.0000,428.0000
TX,2023,19709,TX2201000,Everman,City,5929,12,147.0000,0.7483,2020-07-01,place,5929.0000,48.0000
TX,2023,19710,TX2201100,Forest Hill,City,13583,12,187.0000,0.8449,2021-02-01,place,13583.0000,99.0000
TX,2023,19711,TX2201200,Fort Worth,City,973722,12,35504.0000,0.6952,2015-02-01,place,973722.0000,12282.0000
TX,2023,19712,TX2201300,Grapevine,City,51458,12,1199.0000,0.9016,2021-01-01,place,51458.0000,384.0000
TX,2023,19713,TX2201400,Haltom City,City,45298,12,1336.0000,0.7485,2021-01-01,place,45298.0000,556.0000
TX,2023,19714,TX2201600,Hurst,City,39299,12,1880.0000,0.8628,2019-10-01,place,39299.0000,463.0000
TX,2023,19715,TX2201700,Kennedale,City,9781,12,274.0000,0.8832,2019-09-01,place,9781.0000,102.0000
TX,2023,19716,TX2201800,Lakeside,City,1592,11,20.0000,0.5000,2021-01-01,county_fallback,1459.3333,5.0000
TX,2023,19717,TX2201900,Lake Worth,City,4652,12,593.0000,0.6931,2020-12-01,place,4652.0000,70.0000
TX,2023,19718,TX2202000,Mansfield,City,78788,12,1930.0000,0.6409,2019-09-01,place,78788.0000,328.0000
TX,2023,19719,TX2202100,North Richland Hills,City,70853,12,2669.0000,0.6021,2018-07-01,place,70853.0000,696.0000
TX,2023,19720,TX2202200,Richland Hills,City,8315,12,429.0000,0.7086,2021-02-01,place,8315.0000,140.0000
TX,2023,19721,TX2202300,River Oaks,City,7349,12,191.0000,0.7958,2022-12-01,place,7349.0000,43.0000
TX,2023,19722,TX2202400,Saginaw,City,26007,12,610.0000,0.8705,2021-01-01,place,26007.0000,174.0000
TX,2023,19723,TX2202500,Sansom Park Village,City,5315,11,190.0000,0.7737,2020-11-01,county_fallback,4872.0833,42.0000
TX,2023,19724,TX2202600,Watauga,City,22782,12,726.0000,0.7920,2018-07-01,place,22782.0000,173.0000
TX,2023,19725,TX2202700,Westover Hills,City,639,8,12.0000,0.9167,2018-09-01,place,426.0000,1.0000
TX,2023,19726,TX2202800,Westworth,City,2658,12,237.0000,0.9620,2020-08-01,county_fallback,2658.0000,34.0000
TX,2023,19727,TX2202900,White Settlement,City,17949,12,433.0000,0.8707,2021-01-01,place,17949.0000,223.0000
TX,2023,19728,TX2203000,Keller,City,45024,12,508.0000,0.5315,2020-05-01,place,45024.0000,173.0000
TX,2023,19729,TX2203100,Pantego,City,2472,12,63.0000,0.8889,2016-08-01,place,2472.0000,16.0000
TX,2023,19730,TX2203200,Southlake,City,31024,12,316.0000,0.5127,2020-07-01,place,31024.0000,61.0000
TX,2023,19731,TX2203300,University of Texas:,University or College,0,12,187.0000,0.7380,2020-03-01,none,0.0000,31.0000
TX,2023,19733,TX2203600,Dallas-Fort Worth International Airport,Other,0,12,790.0000,0.7810,2015-04-01,none,0.0000,110.0000
TX,2023,19734,TX2203700,Texas Christian University,University or College,0,12,69.0000,0.1014,2020-10-01,none,0.0000,12.0000
TX,2023,19735,TX2204000,Colleyville,City,25748,12,460.0000,0.7870,2020-11-01,place,25748.0000,44.0000
TX,2023,19736,TX2204800,Pelican Bay,City,2610,4,6.0000,1.0000,2019-08-01,place,870.0000,1.0000
TX,2023,19737,TX2204900,University of North Texas:,University or College,0,5,6.0000,0.0000,2023-01-01,none,0.0000,1.0000
TX,2023,19738,TX2205000,Hospital District:,Other,0,12,519.0000,0.9961,2016-10-01,none,0.0000,402.0000
TX,2023,19739,TX2210000,Taylor,County,20027,12,517.0000,0.7544,2022-10-01,county_residual,20027.0000,155.0000
TX,2023,19740,TX2210100,Abilene,City,128387,12,5450.0000,0.8523,2018-03-01,place,128387.0000,2495.0000
TX,2023,19741,TX2210300,Merkel,City,2409,12,20.0000,1.0000,2021-03-01,place,2409.0000,9.0000
TX,2023,19742,TX2210800,Tye,City,1203,8,22.0000,1.0000,2019-01-01,place,802.0000,8.0000
TX,2023,19743,TX221109E,Hardin-Simmons University,University or College,0,11,12.0000,0.6667,2021-10-01,none,0.0000,3.0000
TX,2023,19744,TX221119E,Abilene Christian University,University or College,0,1,,,2021-01-01,none,0.0000,0.0000
TX,2023,19745,TX2220000,Terrell,County,667,0,,,2022-02-01,county_residual,0.0000,0.0000
TX,2023,19746,TX2230000,Terry,County,2852,12,32.0000,0.4688,2021-10-01,county_residual,2852.0000,4.0000
TX,2023,19747,TX2230100,Brownfield,City,8624,12,370.0000,0.9757,2018-09-01,place,8624.0000,138.0000
TX,2023,19748,TX2240000,Throckmorton,County,1604,10,23.0000,0.8261,2021-11-01,county_residual,1336.6667,6.0000
TX,2023,19749,TX2250000,Titus,County,15252,12,344.0000,0.9971,2019-06-01,county_residual,15252.0000,177.0000
TX,2023,19750,TX2250100,Mount Pleasant,City,15970,12,855.0000,0.9392,2020-06-01,place,15970.0000,178.0000
TX,2023,19751,TX2260000,Tom Green,County,19817,12,571.0000,0.9737,2021-01-01,county_residual,19817.0000,141.0000
TX,2023,19752,TX2260100,San Angelo,City,98642,12,4850.0000,0.9179,2015-03-01,place,98642.0000,2122.0000
TX,2023,19753,TX2260300,Angelo State University,University or College,0,11,34.0000,0.9118,2018-07-01,none,0.0000,4.0000
TX,2023,19755,TX2270000,Travis,County,277111,12,9897.0000,0.4532,2019-10-01,county_residual,277111.0000,2660.0000
TX,2023,19756,TX2270100,Austin,City,978816,12,38461.0000,0.8033,2019-02-01,place,978816.0000,14660.0000
TX,2023,19757,TX2270200,Manor,City,22185,12,834.0000,0.5516,2018-12-01,place,22185.0000,118.0000
TX,2023,19758,TX2270300,Rollingwood,City,1408,11,25.0000,0.6400,2023-07-01,place,1290.6667,1.0000
TX,2023,19759,TX2270400,West Lake Hills,City,3166,12,105.0000,0.5143,2017-01-01,place,3166.0000,8.0000
TX,2023,19760,TX2270500,University of Texas:,University or College,0,12,480.0000,0.9250,2019-06-01,none,0.0000,139.0000
TX,2023,19761,TX2270900,Pflugerville,City,65599,12,1423.0000,0.9979,2017-12-01,place,65599.0000,400.0000
TX,2023,19762,TX2271100,Lakeway,City,19519,12,415.0000,0.8506,2017-01-01,place,19519.0000,76.0000
TX,2023,19763,TX2271900,Sunset Valley,City,626,12,200.0000,0.8600,2016-12-01,place,626.0000,9.0000
TX,2023,19764,TX2272100,Lago Vista,City,10066,12,135.0000,0.8148,2020-04-01,place,10066.0000,66.0000
TX,2023,19765,TX2272200,Jonestown,City,2674,12,60.0000,0.8500,2023-05-01,place,2674.0000,23.0000
TX,2023,19766,TX2272300,Mustang Ridge,City,967,9,36.0000,0.2500,2019-08-01,place,725.2500,2.0000
TX,2023,19767,TX2272400,Independent School District:,Other,0,12,1691.0000,0.9639,2019-05-01,none,0.0000,1071.0000
TX,2023,19768,TX2273600,Bee Cave,City,8704,12,372.0000,0.7688,2015-04-01,place,8704.0000,34.0000
TX,2023,19769,TX2273800,Independent School District:,Other,0,12,248.0000,0.9960,2017-12-01,none,0.0000,164.0000
TX,2023,19770,TX2280000,Trinity,County,11756,12,312.0000,0.9679,2021-02-01,county_residual,11756.0000,74.0000
TX,2023,19772,TX2290000,Tyler,County,17756,12,134.0000,0.9851,2019-08-01,county_residual,17756.0000,39.0000
TX,2023,19773,TX2290100,Woodville,City,2420,9,37.0000,0.9459,2022-01-01,place,1815.0000,5.0000
TX,2023,19774,TX2300000,Upshur,County,32281,11,428.0000,0.8902,2020-07-01,county_residual,29590.9167,166.0000
TX,2023,19775,TX2300100,Big Sandy,City,1314,12,53.0000,0.8868,2020-12-01,place,1314.0000,8.0000
TX,2023,19776,TX2300200,Gilmer,City,5119,12,300.0000,0.9867,2019-06-01,place,5119.0000,62.0000
TX,2023,19777,TX2300300,Ore City,City,1176,4,4.0000,1.0000,2019-07-01,place,392.0000,3.0000
TX,2023,19778,TX2300900,East Mountain,City,951,6,14.0000,1.0000,2022-10-01,place,475.5000,2.0000
TX,2023,19779,TX2310000,Upton,County,3086,9,43.0000,1.0000,2020-02-01,county_residual,2314.5000,14.0000
TX,2023,19781,TX2320000,Uvalde,County,8253,12,159.0000,0.9245,2022-08-01,county_residual,8253.0000,66.0000
TX,2023,19782,TX2320100,Uvalde,City,15538,12,734.0000,0.9428,2020-12-01,place,15538.0000,263.0000
TX,2023,19783,TX2320200,Sabinal,City,1387,12,42.0000,0.9762,2022-01-01,place,1387.0000,11.0000
TX,2023,19784,TX2330000,Val Verde,County,13226,12,552.0000,0.9257,2020-04-01,county_residual,13226.0000,278.0000
TX,2023,19785,TX2330100,Del Rio,City,34466,12,814.0000,0.7973,2023-05-01,place,34466.0000,314.0000
TX,2023,19786,TX2340000,Van Zandt,County,47943,12,464.0000,0.6164,2019-07-01,county_residual,47943.0000,167.0000
TX,2023,19787,TX2340100,Canton,City,4726,12,150.0000,0.9533,2023-05-01,place,4726.0000,35.0000
TX,2023,19788,TX2340200,Edgewood,City,1734,0,,,2023-01-01,place,0.0000,0.0000
TX,2023,19789,TX2340300,Grand Saline,City,3272,12,52.0000,0.9808,2018-09-01,place,3272.0000,11.0000
TX,2023,19790,TX2340400,Van,City,2891,12,115.0000,0.9913,2021-03-01,place,2891.0000,14.0000
TX,2023,19791,TX2340500,Wills Point,City,4023,12,89.0000,1.0000,2018-09-01,place,4023.0000,34.0000
TX,2023,19792,TX2350000,Victoria,County,25812,12,842.0000,0.9656,2015-04-01,county_residual,25812.0000,341.0000
TX,2023,19793,TX2350100,Victoria,City,65298,12,2977.0000,0.9983,2015-04-01,place,65298.0000,1016.0000
TX,2023,19794,TX2360000,Walker,County,32141,12,590.0000,0.8881,2019-12-01,county_residual,32141.0000,230.0000
TX,2023,19795,TX2360100,Huntsville,City,48064,12,1824.0000,0.8871,2016-06-01,place,48064.0000,707.0000
TX,2023,19796,TX2370000,Waller,County,35385,12,515.0000,0.9456,2023-05-01,county_residual,35385.0000,240.0000
TX,2023,19797,TX2370100,Brookshire,City,5755,12,80.0000,0.9750,2019-06-01,place,5755.0000,43.0000
TX,2023,19798,TX2370200,Waller,City,3364,12,70.0000,0.9429,2019-01-01,place,3364.0000,25.0000
TX,2023,19799,TX2370700,Hempstead,City,6545,12,352.0000,0.9205,2017-01-01,place,6545.0000,102.0000
TX,2023,19800,TX2370900,Prairie View A&M University,University or College,0,12,229.0000,0.8777,2023-05-01,none,0.0000,63.0000
TX,2023,19801,TX2371000,Independent School District:,Other,0,9,52.0000,1.0000,2023-04-01,none,0.0000,17.0000
TX,2023,19802,TX2380000,Ward,County,3570,12,166.0000,0.5301,2018-09-01,county_residual,3570.0000,40.0000
TX,2023,19803,TX2380100,Monahans,City,7073,12,259.0000,0.8726,2021-03-01,place,7073.0000,103.0000
TX,2023,19804,TX2390000,Washington,County,17355,12,250.0000,0.9480,2019-01-01,county_residual,17355.0000,70.0000
TX,2023,19805,TX2390100,Brenham,City,19047,12,959.0000,0.9510,2019-01-01,place,19047.0000,231.0000
TX,2023,19806,TX2390300,Blinn College:,University or College,0,6,35.0000,0.7429,2023-07-01,none,0.0000,6.0000
TX,2023,19807,TX2400000,Webb,County,7665,12,426.0000,0.8685,2019-10-01,county_residual,7665.0000,172.0000
TX,2023,19808,TX2400100,Laredo,City,256542,12,6574.0000,0.9703,2019-05-01,place,256542.0000,2713.0000
TX,2023,19810,TX2400600,Texas A&M International University,University or College,0,5,4.0000,0.7500,2023-04-01,none,0.0000,2.0000
TX,2023,19811,TX2400700,Independent School District:,Other,0,7,204.0000,1.0000,2022-02-01,none,0.0000,72.0000
TX,2023,19812,TX2401100,Independent School District:,Other,0,9,100.0000,1.0000,2020-12-01,none,0.0000,59.0000
TX,2023,19813,TX2410000,Wharton,County,21135,12,777.0000,0.7465,2015-04-01,county_residual,21135.0000,189.0000
TX,2023,19814,TX2410100,El Campo,City,12103,12,697.0000,0.9742,2017-01-01,place,12103.0000,170.0000
TX,2023,19815,TX2410200,Wharton,City,8792,12,411.0000,0.9830,2018-09-01,place,8792.0000,155.0000
TX,2023,19816,TX2420000,Wheeler,County,4733,12,288.0000,0.9028,2019-07-01,county_residual,4733.0000,27.0000
TX,2023,19818,TX2430000,Wichita,County,7595,12,399.0000,0.8421,2021-04-01,county_residual,7595.0000,61.0000
TX,2023,19819,TX2430100,Burkburnett,City,11166,12,286.0000,0.8531,2021-07-01,place,11166.0000,90.0000
TX,2023,19820,TX2430200,Electra,City,2290,12,72.0000,0.9861,2017-01-01,place,2290.0000,33.0000
TX,2023,19821,TX2430400,Iowa Park,City,6603,12,61.0000,1.0000,2015-04-01,place,6603.0000,24.0000
TX,2023,19822,TX2430500,Wichita Falls,City,102740,12,6362.0000,0.8067,2021-02-01,place,102740.0000,1829.0000
TX,2023,19823,TX2430700,Midwestern State University,University or College,0,10,21.0000,0.9048,2019-09-01,none,0.0000,5.0000
TX,2023,19824,TX2440000,Wilbarger,County,2742,12,26.0000,0.6923,2019-06-01,county_residual,2742.0000,8.0000
TX,2023,19825,TX2440100,Vernon,City,9598,12,391.0000,0.9412,2019-08-01,place,9598.0000,137.0000
TX,2023,19826,TX2450000,Willacy,County,7573,12,116.0000,0.9741,2019-11-01,county_residual,7573.0000,48.0000
TX,2023,19827,TX2450100,Lyford,City,2237,11,27.0000,0.9259,2015-09-01,place,2050.5833,10.0000
TX,2023,19828,TX2450200,Raymondville,City,10130,12,606.0000,0.9175,2020-02-01,place,10130.0000,209.0000
TX,2023,19829,TX2450800,Independent School District:,Other,0,6,10.0000,1.0000,2021-08-01,none,0.0000,4.0000
TX,2023,19831,TX2460000,Williamson,County,202897,12,2538.0000,0.7845,2019-01-01,county_residual,202897.0000,1133.0000
TX,2023,19832,TX2460100,Florence,City,1203,12,36.0000,0.8611,2019-02-01,place,1203.0000,10.0000
TX,2023,19833,TX2460200,Georgetown,City,87871,12,1316.0000,0.9924,2015-04-01,place,87871.0000,631.0000
TX,2023,19834,TX2460300,Granger,City,1186,10,14.0000,1.0000,2021-08-01,place,988.3333,11.0000
TX,2023,19835,TX2460400,Hutto,City,41911,12,546.0000,0.8223,2022-12-01,place,41911.0000,193.0000
TX,2023,19836,TX2460500,Round Rock,City,129898,12,3183.0000,0.9249,2020-10-01,place,129898.0000,1425.0000
TX,2023,19837,TX2460600,Taylor,City,17267,12,407.0000,0.8943,2020-08-01,place,17267.0000,212.0000
TX,2023,19838,TX2460800,Southwestern University,University or College,0,11,35.0000,0.4000,2019-11-01,none,0.0000,6.0000
TX,2023,19839,TX2460900,Cedar Park,City,77464,12,2350.0000,0.8591,2019-10-01,place,77464.0000,564.0000
TX,2023,19840,TX2461700,Leander,City,82228,12,1070.0000,0.9477,2019-06-01,place,82228.0000,593.0000
TX,2023,19842,TX2462500,Jarrell,City,4744,12,125.0000,0.7920,2019-02-01,place,4744.0000,27.0000
TX,2023,19843,TX2470000,Wilson,County,42465,12,586.0000,0.9915,2019-06-01,county_residual,42465.0000,221.0000
TX,2023,19844,TX2470100,Floresville,City,8480,12,182.0000,0.9286,2019-01-01,place,8480.0000,69.0000
TX,2023,19845,TX2470200,Poth,City,1955,10,27.0000,1.0000,2022-01-01,place,1629.1667,5.0000
TX,2023,19846,TX2470700,La Vernia,City,1315,12,103.0000,0.9806,2023-05-01,place,1315.0000,10.0000
TX,2023,19847,TX2470800,Independent School District:,Other,0,10,70.0000,0.9000,2019-05-01,none,0.0000,21.0000
TX,2023,19848,TX2480000,Winkler,County,577,12,62.0000,0.9516,2020-03-01,county_residual,577.0000,19.0000
TX,2023,19849,TX2480100,Kermit,City,5694,12,66.0000,0.9545,2022-02-01,place,5694.0000,41.0000
TX,2023,19850,TX2480200,Wink,City,837,3,2.0000,1.0000,2020-01-01,place,209.2500,1.0000
TX,2023,19851,TX2490000,Wise,County,58731,12,845.0000,0.9219,2018-09-01,county_residual,58731.0000,361.0000
TX,2023,19852,TX2490100,Bridgeport,City,6523,12,265.0000,0.9358,2017-12-01,place,6523.0000,53.0000
TX,2023,19853,TX2490200,Decatur,City,7499,12,610.0000,0.9721,2016-01-01,place,7499.0000,64.0000
TX,2023,19854,TX2490800,Runaway Bay,City,1961,7,8.0000,1.0000,2019-02-01,place,1143.9167,4.0000
TX,2023,19855,TX2500000,Wood,County,36090,12,408.0000,0.9853,2023-05-01,county_residual,36090.0000,222.0000
TX,2023,19856,TX2500200,Hawkins,City,1389,12,48.0000,1.0000,2021-02-01,place,1389.0000,17.0000
TX,2023,19857,TX2500300,Mineola,City,5093,12,267.0000,0.8876,2021-03-01,place,5093.0000,38.0000
TX,2023,19858,TX2500400,Quitman,City,1998,9,23.0000,0.9565,2019-08-01,place,1498.5000,3.0000
TX,2023,19859,TX2500500,Winnsboro,City,3611,12,102.0000,0.9804,2019-01-01,place,3611.0000,25.0000
TX,2023,19860,TX2510000,Yoakum,County,3124,12,78.0000,0.6154,2022-03-01,county_residual,3124.0000,22.0000
TX,2023,19861,TX2510100,Denver City,City,4230,12,76.0000,0.7895,2021-03-01,place,4230.0000,28.0000
TX,2023,19862,TX2520000,Young,County,6282,12,67.0000,1.0000,2019-05-01,county_residual,6282.0000,11.0000
TX,2023,19863,TX2520100,Graham,City,8767,12,353.0000,0.9915,2017-03-01,place,8767.0000,47.0000
TX,2023,19864,TX2520200,Olney,City,3003,12,97.0000,0.9691,2019-01-01,place,3003.0000,24.0000
TX,2023,19865,TX2530000,Zapata,County,13862,12,160.0000,0.9812,2020-03-01,county_residual,13862.0000,53.0000
TX,2023,19866,TX2540000,Zavala,County,3205,12,93.0000,0.9570,2015-11-01,county_residual,3205.0000,39.0000
TX,2023,19867,TX2540100,Crystal City,City,6050,12,84.0000,0.9524,2022-01-01,place,6050.0000,49.0000
TX,2023,19869,TXDPD0000,Dallas,City,1304989,12,57890.0000,0.9200,2018-03-01,place,1304989.0000,24052.0000
TX,2023,19870,TXHPD0000,Houston,City,2304406,12,243128.0000,0.5873,2018-09-01,place,2304406.0000,53309.0000
TX,2023,19871,TXSPD0000,San Antonio,City,1490047,12,92457.0000,0.7359,2021-02-01,place,1490047.0000,31240.0000
TX,2023,22859,TX0153200,Independent School District:,Other,0,12,1513.0000,1.0000,2023-05-01,none,0.0000,587.0000
TX,2023,22869,TX1701900,Montgomery County Constable:,Other,0,12,316.0000,0.9620,2021-01-01,none,0.0000,4.0000
TX,2023,22874,TX2121300,Smith County Constable:,Other,0,0,,,2023-09-01,none,0.0000,0.0000
TX,2023,22877,TX2271700,Travis County Constable: ,Other,0,0,,,2023-09-01,none,0.0000,0.0000
TX,2023,22879,TX2370800,Prairie View ,City,8535,12,76.0000,0.9605,2023-05-01,place,8535.0000,43.0000
TX,2023,23047,TX0613500,Northeast,City,4132,10,21.0000,1.0000,2019-10-01,county_fallback,3443.3333,3.0000
TX,2023,23048,TX1770400,Texas State Technical College:,University or College,0,3,2.0000,1.0000,2021-09-01,none,0.0000,0.0000
TX,2023,23100,TX1261200,Venus,City,8228,12,185.0000,0.9946,2019-05-01,place,8228.0000,71.0000
TX,2023,23129,TX0203500,Independent School District:,Other,0,9,39.0000,0.8462,2021-01-01,none,0.0000,19.0000
TX,2023,23142,TX0080900,Independent School District:,Other,0,9,16.0000,1.0000,2021-03-01,none,0.0000,1.0000
TX,2023,23161,TX1700300,Splendora,City,1958,12,200.0000,0.9550,2021-02-01,place,1958.0000,9.0000
TX,2023,23188,TX0313400,Port of Brownsville,Other,0,6,5.0000,0.8000,2019-10-01,none,0.0000,4.0000
TX,2023,23200,TX1431000,Moulton,City,856,4,3.0000,1.0000,2019-06-01,place,285.3333,3.0000
TX,2023,23217,TX0843100,Independent School District:,Other,0,12,228.0000,1.0000,2023-09-01,none,0.0000,53.0000
TX,2023,23469,TX0210500,Brazos County Constable: ,Other,0,0,,,2023-06-01,none,0.0000,0.0000
TX,2023,25405,TX0142300,Texas A&M University:,University or College,0,0,,,2023-03-01,none,0.0000,0.0000
TX,2023,25406,TX0432500,Fairview,City,11071,12,205.0000,0.5415,2020-06-01,place,11071.0000,8.0000
TX,2023,25409,TX2490900,Boyd,City,1606,12,58.0000,0.9483,2020-08-01,place,1606.0000,11.0000
TX,2023,25431,TX0613700,Bartonville,City,1821,11,24.0000,1.0000,2020-03-01,place,1669.2500,1.0000
TX,2023,25581,TX0842800,Independent School District:,Other,0,10,52.0000,0.9423,2020-12-01,none,0.0000,10.0000
TX,2023,25661,TX1016200,Independent School District:,Other,0,12,198.0000,0.9848,2022-12-01,none,0.0000,83.0000
TX,2023,25713,TX0150600,Elmendorf,City,2489,11,64.0000,0.9375,2022-01-01,place,2281.5833,14.0000
TX,2023,25846,TX1084100,University of Texas:,University or College,0,12,79.0000,1.0000,2020-05-01,none,0.0000,30.0000
TX,2023,25874,TX1490700,George West,City,2155,12,90.0000,1.0000,2023-05-01,place,2155.0000,43.0000
TX,2023,25875,TX1430200,Shiner,City,2198,12,47.0000,0.9574,2022-06-01,place,2198.0000,16.0000
TX,2023,25876,TX1420600,Encinal,City,517,9,20.0000,1.0000,2023-01-01,place,387.7500,3.0000
TX,2023,25877,TX0960200,Estelline,City,122,2,4.0000,1.0000,2023-08-01,place,20.3333,0.0000
TX,2023,25878,TX0290900,Independent School District:,Other,0,11,52.0000,1.0000,2018-03-01,none,0.0000,9.0000
TX,2023,25906,TXDIT0000,Ysleta del Sur Pueblo Tribal,Tribal,0,12,117.0000,0.9915,2020-12-01,tribal_excluded,0.0000,11.0000
TX,2023,26225,TX0791400,Fulshear,City,25579,12,269.0000,0.9294,2018-07-01,place,25579.0000,39.0000
TX,2023,26226,TX0312800,Independent School District:,Other,0,4,9.0000,1.0000,2022-05-01,none,0.0000,5.0000
TX,2023,26227,TX1522700,Independent School District:,Other,0,0,,,2019-12-01,none,0.0000,0.0000
TX,2023,26228,TX1760100,Newton,City,1571,11,33.0000,0.9697,2019-05-01,place,1440.0833,13.0000
TX,2023,26229,TX1631000,Natalia,City,1363,12,43.0000,0.9535,2019-02-01,place,1363.0000,15.0000
TX,2023,26265,TX0110800,Independent School District:,Other,0,12,435.0000,0.9701,2022-01-01,none,0.0000,74.0000
TX,2023,26289,TX1013500,Independent School District:,Other,0,12,4180.0000,0.9531,2023-03-01,none,0.0000,2309.0000
TX,2023,26290,TX0432700,Josephine,City,4785,12,63.0000,0.7143,2021-01-01,place,4785.0000,23.0000
TX,2023,26293,TX1570700,Independent School District:,Other,0,2,2.0000,1.0000,2023-09-01,none,0.0000,1.0000
TX,2023,26310,TX1073000,Independent School District:,Other,0,0,,,2022-08-01,none,0.0000,0.0000
TX,2023,26620,TX0204000,Independent School District:,Other,0,11,187.0000,0.0000,2023-05-01,none,0.0000,65.0000
TX,2023,27047,TX1070600,Chandler,City,3577,11,47.0000,0.6596,2019-05-01,place,3278.9167,3.0000
TX,2023,27340,TX1072200,Log Cabin,City,819,11,22.0000,0.9091,2020-06-01,place,750.7500,7.0000
TX,2023,27341,TX0671200,Cisco College,University or College,0,0,,,2021-11-01,none,0.0000,0.0000
TX,2023,27343,TX0433200,Independent School District:,Other,0,4,5.0000,1.0000,2022-10-01,none,0.0000,3.0000
TX,2023,27352,TX1990800,Fate,City,25400,12,221.0000,0.9457,2017-01-01,place,25400.0000,95.0000
TX,2023,27733,TX2462400,Liberty Hill,City,7018,12,155.0000,0.6710,2020-12-01,place,7018.0000,41.0000
TX,2023,27734,TX1070400,Trinity Valley Community College,University or College,0,5,9.0000,0.7778,2018-10-01,none,0.0000,3.0000
TX,2023,27735,TX1071700,Brownsboro,City,1300,4,8.0000,1.0000,2018-09-01,place,433.3333,2.0000
TX,2023,27753,TX0712800,San Elizario,City,10145,9,35.0000,0.7143,2023-07-01,place,7608.7500,16.0000
TX,2023,27754,TX1751300,Independent School District:,Other,0,5,8.0000,1.0000,2021-06-01,none,0.0000,2.0000
TX,2023,28214,TX0950300,Petersburg,City,971,3,4.0000,1.0000,2019-01-01,place,242.7500,3.0000
TX,2023,28216,TX0190200,Maud,City,969,0,,,2021-11-01,place,0.0000,0.0000
TX,2023,28217,TX1013600,"San Jacinto College,",University or College,0,12,14.0000,0.9286,2020-06-01,none,0.0000,2.0000
TX,2023,28254,TX1522000,Lubbock Christian University,University or College,0,3,1.0000,1.0000,2019-02-01,none,0.0000,0.0000
TX,2023,28294,TX1840700,"Reno, Parker County",City,3481,12,44.0000,0.9545,2023-02-01,county_fallback,3481.0000,11.0000
TX,2023,28314,TX1740100,Garrison,City,834,6,7.0000,1.0000,2019-05-01,place,417.0000,2.0000
TX,2023,28315,TX0030600,Angelina College,University or College,0,1,,,2023-09-01,none,0.0000,0.0000
TX,2023,28334,TX0614500,Independent School District:,Other,0,1,2.0000,0.0000,2019-02-01,none,0.0000,0.0000
TX,2023,28335,TX0740200,Honey Grove,City,1783,12,17.0000,0.9412,2019-02-01,place,1783.0000,7.0000
TX,2023,28336,TX0140600,Rogers,City,1109,0,,,2019-02-01,place,0.0000,0.0000
TX,2023,28394,TX220029E,Southwestern Baptist Theological Seminary,University or College,0,4,1.0000,1.0000,2019-01-01,none,0.0000,1.0000
TX,2023,28594,TX0921500,Lakeport,City,992,2,1.0000,1.0000,2019-06-01,place,165.3333,1.0000
TX,2023,28636,TX2101600,Tenaha,City,1009,0,,,2019-06-01,place,0.0000,0.0000
TX,2023,28637,TX0912000,Gunter,City,2580,11,12.0000,1.0000,2019-06-01,place,2365.0000,4.0000
TX,2023,28674,TX2500100,Alba,City,502,7,15.0000,1.0000,2019-06-01,place,292.8333,2.0000
TX,2023,28675,TX1750200,Dawson,City,828,6,17.0000,0.9412,2019-06-01,place,414.0000,5.0000
TX,2023,28676,TX057A000,Independent School District:,Other,0,11,110.0000,0.9727,2019-06-01,none,0.0000,32.0000
TX,2023,28677,TX2462800,Independent School District:,Other,0,10,156.0000,0.9487,2019-06-01,none,0.0000,34.0000
TX,2023,28678,TX2205100,Independent School District:,Other,0,12,337.0000,0.4777,2019-06-01,none,0.0000,139.0000
TX,2023,28679,TX1291300,Independent School District:,Other,0,9,67.0000,0.9851,2019-06-01,none,0.0000,19.0000
TX,2023,28794,TX0579000,Dallas College,University or College,0,0,,,2019-07-01,none,0.0000,0.0000
TX,2023,28795,TX1900600,Emory,City,1394,10,16.0000,0.9375,2019-07-01,place,1161.6667,5.0000
TX,2023,28814,TX0920800,Kilgore College,University or College,0,7,8.0000,1.0000,2019-07-01,none,0.0000,1.0000
TX,2023,28934,TX2141100,Independent School District:,Other,0,11,108.0000,0.9907,2019-03-01,none,0.0000,28.0000
TX,2023,28954,TX1960200,Woodsboro,City,1245,10,16.0000,0.8750,2019-06-01,place,1037.5000,6.0000
TX,2023,29015,TX0740400,Savoy,City,745,3,2.0000,1.0000,2020-01-01,place,186.2500,2.0000
TX,2023,29034,TX0910900,Bells,City,1574,5,8.0000,1.0000,2019-08-01,place,655.8333,1.0000
TX,2023,29254,TX0614700,Elm Ridge ,Other,0,12,274.0000,0.6752,2019-10-01,none,0.0000,122.0000
TX,2023,29475,TX2410900,Independent School District:,Other,0,1,1.0000,1.0000,2019-11-01,none,0.0000,1.0000
TX,2023,29495,TX0071300,Independent School District:,Other,0,7,25.0000,0.9600,2019-11-01,none,0.0000,10.0000
TX,2023,29534,TX0153600,Independent School District:,Other,0,11,1402.0000,1.0000,2021-09-01,none,0.0000,495.0000
TX,2023,29575,TX1611100,Independent School District:,Other,0,6,8.0000,1.0000,2019-12-01,none,0.0000,3.0000
TX,2023,29834,TX227289E,Austin Community College District,University or College,0,12,60.0000,0.5167,2020-01-01,none,0.0000,4.0000
