cohort,survey,spec,sex,rule,ref_censuses,n,wN,clamped_share,position,ridit,ridit_se,bins,q1,q1_se,q2,q2_se,q3,q3_se,q4,q4_se,q5,q5_se,mig_c1_none_primary_incomplete,mig_c1_none_primary_incomplete_se,mex_c1_none_primary_incomplete,diff_c1_none_primary_incomplete,diff_c1_none_primary_incomplete_se,mig_c2_primary,mig_c2_primary_se,mex_c2_primary,diff_c2_primary,diff_c2_primary_se,mig_c3_lower_secondary,mig_c3_lower_secondary_se,mex_c3_lower_secondary,diff_c3_lower_secondary,diff_c3_lower_secondary_se,mig_c4_upper_secondary,mig_c4_upper_secondary_se,mex_c4_upper_secondary,diff_c4_upper_secondary,diff_c4_upper_secondary_se,mig_c5_tertiary,mig_c5_tertiary_se,mex_c5_tertiary,diff_c5_tertiary,diff_c5_tertiary_se
2000-2004,2005,not_enrolled,M,nearest,2000,4221,614732.00000,0.12874,middle (fewer in both tails),0.55706,0.00559,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.14470,0.00579,0.20312,0.00629,0.12045,0.00560,0.29776,0.00745,0.23396,0.00678,0.14594,0.00636,0.20995,-0.06401,0.00617,0.27157,0.00836,0.24303,0.02854,0.00835,0.18932,0.00829,0.26839,-0.07907,0.00820,0.27819,0.00931,0.14323,0.13496,0.00929,0.11498,0.00591,0.13541,-0.02043,0.00595
2000-2004,2005,both_sex_reference,P,nearest,2000,9557,1488686.00000,0.13934,middle (fewer in both tails),0.54991,0.00431,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.15208,0.00445,0.20756,0.00469,0.11136,0.00372,0.30753,0.00550,0.22147,0.00485,0.13715,0.00468,0.19013,-0.05298,0.00452,0.26697,0.00618,0.23882,0.02815,0.00618,0.19550,0.00594,0.28532,-0.08982,0.00590,0.28707,0.00713,0.13909,0.14797,0.00710,0.11331,0.00447,0.14664,-0.03333,0.00447
2000-2004,2005,both_sex_reference,H,nearest,2000,5157,851997.00000,0.14613,middle (fewer in both tails),0.54556,0.00545,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.15427,0.00573,0.21053,0.00624,0.11160,0.00490,0.31162,0.00724,0.21199,0.00590,0.13413,0.00588,0.18387,-0.04974,0.00572,0.26809,0.00801,0.23892,0.02917,0.00800,0.20041,0.00782,0.28903,-0.08863,0.00781,0.29288,0.00948,0.14053,0.15235,0.00944,0.10449,0.00556,0.14764,-0.04315,0.00556
2000-2004,2005,both_sex_reference,M,nearest,2000,4400,636689.00000,0.13024,middle (fewer in both tails),0.55574,0.00549,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.14915,0.00575,0.20359,0.00605,0.11104,0.00519,0.30207,0.00737,0.23416,0.00653,0.14119,0.00615,0.19850,-0.05731,0.00595,0.26547,0.00812,0.23868,0.02679,0.00812,0.18893,0.00809,0.28034,-0.09141,0.00800,0.27929,0.00910,0.13717,0.14212,0.00909,0.12512,0.00598,0.14530,-0.02018,0.00598
2000-2004,2005,credential_convention,P,nearest,2000,9557,1488686.00000,0.13934,middle (fewer in both tails),0.54868,0.00434,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.15463,0.00452,0.20701,0.00472,0.10914,0.00371,0.31111,0.00558,0.21810,0.00484,0.13715,0.00468,0.18863,-0.05148,0.00453,0.26697,0.00618,0.23780,0.02917,0.00618,0.19550,0.00594,0.28792,-0.09242,0.00591,0.32171,0.00738,0.16960,0.15212,0.00733,0.07867,0.00365,0.11605,-0.03738,0.00363
2000-2004,2005,credential_convention,H,nearest,2000,5157,851997.00000,0.14613,middle (fewer in both tails),0.53683,0.00551,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16548,0.00596,0.21334,0.00622,0.10251,0.00470,0.32041,0.00744,0.19826,0.00577,0.13413,0.00588,0.17301,-0.03888,0.00572,0.26809,0.00801,0.23385,0.03424,0.00800,0.20041,0.00782,0.30238,-0.10198,0.00781,0.32846,0.00974,0.16804,0.16042,0.00966,0.06891,0.00431,0.12272,-0.05380,0.00428
2000-2004,2005,credential_convention,M,nearest,2000,4400,636689.00000,0.13024,middle (fewer in both tails),0.56454,0.00546,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.14012,0.00561,0.19854,0.00612,0.11801,0.00544,0.29868,0.00728,0.24465,0.00675,0.14119,0.00615,0.20954,-0.06835,0.00598,0.26547,0.00812,0.24309,0.02238,0.00812,0.18893,0.00809,0.26856,-0.07962,0.00799,0.31268,0.00930,0.17169,0.14100,0.00929,0.09172,0.00521,0.10713,-0.01541,0.00518
2000-2004,2005,split_neutral,P,nearest,2000,9557,1488686.00000,0.13934,middle (fewer in both tails),0.54868,0.00434,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.15463,0.00452,0.20701,0.00472,0.10914,0.00371,0.31111,0.00558,0.21810,0.00484,0.13519,0.00468,0.18863,-0.05344,0.00453,0.26893,0.00623,0.23780,0.03112,0.00623,0.19550,0.00594,0.28792,-0.09242,0.00591,0.28707,0.00713,0.13783,0.14923,0.00710,0.11331,0.00447,0.14781,-0.03450,0.00448
2000-2004,2005,split_neutral,H,nearest,2000,5157,851997.00000,0.14613,middle (fewer in both tails),0.53683,0.00551,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16548,0.00596,0.21334,0.00622,0.10251,0.00470,0.32041,0.00744,0.19826,0.00577,0.13140,0.00588,0.17301,-0.04162,0.00572,0.27083,0.00809,0.23385,0.03698,0.00808,0.20041,0.00782,0.30238,-0.10198,0.00781,0.29288,0.00948,0.13374,0.15914,0.00944,0.10449,0.00556,0.15701,-0.05252,0.00555
2000-2004,2005,split_neutral,M,nearest,2000,4400,636689.00000,0.13024,middle (fewer in both tails),0.56454,0.00546,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.14012,0.00561,0.19854,0.00612,0.11801,0.00544,0.29868,0.00728,0.24465,0.00675,0.14028,0.00615,0.20954,-0.06926,0.00598,0.26638,0.00815,0.24309,0.02329,0.00815,0.18893,0.00809,0.26856,-0.07962,0.00799,0.27929,0.00910,0.14331,0.13598,0.00909,0.12512,0.00598,0.13550,-0.01038,0.00601
2000-2004,2005,split_low,P,nearest,2000,9557,1488686.00000,0.13934,"bottom (more at bottom, fewer at top)",0.54868,0.00434,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.15463,0.00452,0.20701,0.00472,0.10914,0.00371,0.31111,0.00558,0.21810,0.00484,0.33326,0.00727,0.18863,0.14462,0.00713,0.07086,0.00341,0.23780,-0.16694,0.00342,0.19550,0.00594,0.28792,-0.09242,0.00591,0.28707,0.00713,0.13783,0.14923,0.00710,0.11331,0.00447,0.14781,-0.03450,0.00448
2000-2004,2005,split_low,H,nearest,2000,5157,851997.00000,0.14613,"bottom (more at bottom, fewer at top)",0.53683,0.00551,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16548,0.00596,0.21334,0.00622,0.10251,0.00470,0.32041,0.00744,0.19826,0.00577,0.32672,0.00927,0.17301,0.15370,0.00913,0.07550,0.00470,0.23385,-0.15834,0.00470,0.20041,0.00782,0.30238,-0.10198,0.00781,0.29288,0.00948,0.13374,0.15914,0.00944,0.10449,0.00556,0.15701,-0.05252,0.00555
2000-2004,2005,split_low,M,nearest,2000,4400,636689.00000,0.13024,"bottom (more at bottom, fewer at top)",0.56454,0.00546,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.14012,0.00561,0.19854,0.00612,0.11801,0.00544,0.29868,0.00728,0.24465,0.00675,0.34201,0.00943,0.20954,0.13247,0.00930,0.06465,0.00443,0.24309,-0.17844,0.00444,0.18893,0.00809,0.26856,-0.07962,0.00799,0.27929,0.00910,0.14331,0.13598,0.00909,0.12512,0.00598,0.13550,-0.01038,0.00601
2000-2004,2005,split_high,P,nearest,2000,9557,1488686.00000,0.13934,middle (fewer in both tails),0.54868,0.00434,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.15463,0.00452,0.20701,0.00472,0.10914,0.00371,0.31111,0.00558,0.21810,0.00484,0.11013,0.00474,0.18863,-0.07851,0.00459,0.29399,0.00683,0.23780,0.05619,0.00683,0.19550,0.00594,0.28792,-0.09242,0.00591,0.28707,0.00713,0.13783,0.14923,0.00710,0.11331,0.00447,0.14781,-0.03450,0.00448
2000-2004,2005,split_high,H,nearest,2000,5157,851997.00000,0.14613,middle (fewer in both tails),0.53683,0.00551,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16548,0.00596,0.21334,0.00622,0.10251,0.00470,0.32041,0.00744,0.19826,0.00577,0.10657,0.00595,0.17301,-0.06645,0.00581,0.29565,0.00886,0.23385,0.06181,0.00884,0.20041,0.00782,0.30238,-0.10198,0.00781,0.29288,0.00948,0.13374,0.15914,0.00944,0.10449,0.00556,0.15701,-0.05252,0.00555
2000-2004,2005,split_high,M,nearest,2000,4400,636689.00000,0.13024,middle (fewer in both tails),0.56454,0.00546,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.14012,0.00561,0.19854,0.00612,0.11801,0.00544,0.29868,0.00728,0.24465,0.00675,0.11489,0.00627,0.20954,-0.09465,0.00611,0.29177,0.00895,0.24309,0.04868,0.00895,0.18893,0.00809,0.26856,-0.07962,0.00799,0.27929,0.00910,0.14331,0.13598,0.00909,0.12512,0.00598,0.13550,-0.01038,0.00601
2000-2004,2005,12th_no_diploma_as_upper_secondary,P,nearest,2000,9557,1488686.00000,0.13934,middle (fewer in both tails),0.55109,0.00436,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.15463,0.00452,0.20701,0.00472,0.10914,0.00371,0.29977,0.00537,0.22944,0.00484,0.13715,0.00468,0.18863,-0.05148,0.00453,0.26697,0.00618,0.23780,0.02917,0.00618,0.16123,0.00549,0.28792,-0.12669,0.00547,0.32134,0.00730,0.13783,0.18350,0.00726,0.11331,0.00447,0.14781,-0.03450,0.00448
2000-2004,2005,12th_no_diploma_as_upper_secondary,H,nearest,2000,5157,851997.00000,0.14613,middle (fewer in both tails),0.53913,0.00554,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16548,0.00596,0.21334,0.00622,0.10251,0.00470,0.31044,0.00722,0.20823,0.00578,0.13413,0.00588,0.17301,-0.03888,0.00572,0.26809,0.00801,0.23385,0.03424,0.00800,0.16670,0.00740,0.30238,-0.13568,0.00740,0.32658,0.00967,0.13374,0.19284,0.00962,0.10449,0.00556,0.15701,-0.05252,0.00555
2000-2004,2005,12th_no_diploma_as_upper_secondary,M,nearest,2000,4400,636689.00000,0.13024,middle (fewer in both tails),0.56710,0.00551,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.14012,0.00561,0.19854,0.00612,0.11801,0.00544,0.28549,0.00684,0.25784,0.00672,0.14119,0.00615,0.20954,-0.06835,0.00598,0.26547,0.00812,0.24309,0.02238,0.00812,0.15391,0.00738,0.26856,-0.11465,0.00732,0.31431,0.00947,0.14331,0.17100,0.00945,0.12512,0.00598,0.13550,-0.01038,0.00601
2000-2004,2005,secundaria_as_diploma_0.25,P,nearest,2000,11887,1488686.00000,0.13934,middle (fewer in both tails),0.53224,0.00411,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.15463,0.00452,0.21164,0.00467,0.15624,0.00356,0.28118,0.00508,0.19632,0.00466,0.13715,0.00468,0.18863,-0.05148,0.00453,0.26697,0.00618,0.23780,0.02917,0.00618,0.26070,0.00563,0.28792,-0.02722,0.00556,0.22187,0.00553,0.13783,0.08403,0.00550,0.11331,0.00447,0.14781,-0.03450,0.00448
2000-2004,2005,secundaria_as_diploma_0.25,H,nearest,2000,6458,851997.00000,0.14613,middle (fewer in both tails),0.51952,0.00518,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16548,0.00596,0.21944,0.00613,0.15164,0.00452,0.28563,0.00671,0.17781,0.00560,0.13413,0.00588,0.17301,-0.03888,0.00572,0.26809,0.00801,0.23385,0.03424,0.00800,0.26736,0.00737,0.30238,-0.03502,0.00731,0.22593,0.00734,0.13374,0.09219,0.00730,0.10449,0.00556,0.15701,-0.05252,0.00555
2000-2004,2005,secundaria_as_diploma_0.25,M,nearest,2000,5429,636689.00000,0.13024,middle (fewer in both tails),0.54926,0.00522,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.14012,0.00561,0.20120,0.00608,0.16239,0.00525,0.27521,0.00675,0.22107,0.00642,0.14119,0.00615,0.20954,-0.06835,0.00598,0.26547,0.00812,0.24309,0.02238,0.00812,0.25178,0.00766,0.26856,-0.01677,0.00756,0.21644,0.00703,0.14331,0.07313,0.00702,0.12512,0.00598,0.13550,-0.01038,0.00601
2000-2004,2005,secundaria_as_diploma_0.5,P,nearest,2000,11887,1488686.00000,0.13934,middle (fewer in both tails),0.51580,0.00392,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.15463,0.00452,0.21627,0.00462,0.20333,0.00386,0.25124,0.00473,0.17453,0.00456,0.13715,0.00468,0.18863,-0.05148,0.00453,0.26697,0.00618,0.23780,0.02917,0.00618,0.32590,0.00582,0.28792,0.03798,0.00572,0.15667,0.00401,0.13783,0.01883,0.00400,0.11331,0.00447,0.14781,-0.03450,0.00448
2000-2004,2005,secundaria_as_diploma_0.5,H,nearest,2000,6458,851997.00000,0.14613,middle (fewer in both tails),0.50221,0.00491,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.16548,0.00596,0.22553,0.00605,0.20077,0.00496,0.25086,0.00614,0.15736,0.00552,0.13413,0.00588,0.17301,-0.03888,0.00572,0.26809,0.00801,0.23385,0.03424,0.00800,0.33431,0.00762,0.30238,0.03193,0.00751,0.15897,0.00532,0.13374,0.02523,0.00529,0.10449,0.00556,0.15701,-0.05252,0.00555
2000-2004,2005,secundaria_as_diploma_0.5,M,nearest,2000,5429,636689.00000,0.13024,middle (fewer in both tails),0.53398,0.00502,0-4 5-6 7-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.14012,0.00561,0.20387,0.00605,0.20677,0.00557,0.25175,0.00645,0.19750,0.00621,0.14119,0.00615,0.20954,-0.06835,0.00598,0.26547,0.00812,0.24309,0.02238,0.00812,0.31463,0.00787,0.26856,0.04608,0.00775,0.15359,0.00510,0.14331,0.01028,0.00509,0.12512,0.00598,0.13550,-0.01038,0.00601
2005-2009,2010,main,P,nearest,2010,6402,943109.00000,0.00000,middle (fewer in both tails),0.51037,0.00465,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.20163,0.00616,0.17160,0.00508,0.14114,0.00439,0.33335,0.00728,0.15228,0.00521,0.14236,0.00562,0.15185,-0.00949,0.00551,0.22978,0.00712,0.19625,0.03353,0.00711,0.19932,0.00643,0.29540,-0.09609,0.00644,0.27723,0.00758,0.14716,0.13008,0.00752,0.15131,0.00555,0.20934,-0.05803,0.00560
2005-2009,2010,main,H,nearest,2010,3374,518596.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49485,0.00622,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.22024,0.00870,0.16741,0.00667,0.13758,0.00601,0.35149,0.01012,0.12327,0.00625,0.14470,0.00762,0.13506,0.00964,0.00751,0.23120,0.00948,0.19326,0.03793,0.00945,0.20146,0.00850,0.30821,-0.10675,0.00851,0.28997,0.01035,0.14894,0.14104,0.01027,0.13267,0.00703,0.21453,-0.08186,0.00708
2005-2009,2010,main,M,nearest,2010,3028,424513.00000,0.00000,middle (fewer in both tails),0.52932,0.00606,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.17890,0.00771,0.17672,0.00694,0.14549,0.00589,0.31118,0.00918,0.18771,0.00767,0.13951,0.00742,0.17238,-0.03287,0.00723,0.22805,0.00955,0.19989,0.02816,0.00957,0.19669,0.00886,0.27976,-0.08306,0.00885,0.26167,0.00962,0.14498,0.11669,0.00958,0.17407,0.00793,0.20299,-0.02892,0.00798
2005-2009,2010,nearest_or_next_census,P,nearest_or_next,2010,6402,943109.00000,0.00000,middle (fewer in both tails),0.51037,0.00465,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.20163,0.00616,0.17160,0.00508,0.14114,0.00439,0.33335,0.00728,0.15228,0.00521,0.14236,0.00562,0.15185,-0.00949,0.00551,0.22978,0.00712,0.19625,0.03353,0.00711,0.19932,0.00643,0.29540,-0.09609,0.00644,0.27723,0.00758,0.14716,0.13008,0.00752,0.15131,0.00555,0.20934,-0.05803,0.00560
2005-2009,2010,nearest_or_next_census,H,nearest_or_next,2010,3374,518596.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49485,0.00622,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.22024,0.00870,0.16741,0.00667,0.13758,0.00601,0.35149,0.01012,0.12327,0.00625,0.14470,0.00762,0.13506,0.00964,0.00751,0.23120,0.00948,0.19326,0.03793,0.00945,0.20146,0.00850,0.30821,-0.10675,0.00851,0.28997,0.01035,0.14894,0.14104,0.01027,0.13267,0.00703,0.21453,-0.08186,0.00708
2005-2009,2010,nearest_or_next_census,M,nearest_or_next,2010,3028,424513.00000,0.00000,middle (fewer in both tails),0.52932,0.00606,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.17890,0.00771,0.17672,0.00694,0.14549,0.00589,0.31118,0.00918,0.18771,0.00767,0.13951,0.00742,0.17238,-0.03287,0.00723,0.22805,0.00955,0.19989,0.02816,0.00957,0.19669,0.00886,0.27976,-0.08306,0.00885,0.26167,0.00962,0.14498,0.11669,0.00958,0.17407,0.00793,0.20299,-0.02892,0.00798
2005-2009,2010,ref2000,P,2000,2000,3934,563713.00000,0.00000,"top (fewer at bottom, more at top)",0.55770,0.00616,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.17067,0.00699,0.18649,0.00707,0.10838,0.00517,0.26432,0.00737,0.27015,0.00769,0.17747,0.00780,0.21705,-0.03958,0.00758,0.24418,0.00913,0.23779,0.00639,0.00912,0.17663,0.00767,0.27050,-0.09387,0.00773,0.23395,0.00884,0.13213,0.10182,0.00880,0.16777,0.00728,0.14253,0.02524,0.00728
2005-2009,2010,ref2000,H,2000,2000,1979,299124.00000,0.00000,middle (fewer in both tails),0.53695,0.00836,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.19257,0.01002,0.18926,0.00982,0.09590,0.00645,0.28668,0.01038,0.23559,0.00934,0.17894,0.01069,0.18954,-0.01060,0.01048,0.24585,0.01252,0.23457,0.01129,0.01250,0.17162,0.01010,0.28984,-0.11822,0.01019,0.25138,0.01251,0.12914,0.12224,0.01243,0.15221,0.00929,0.15691,-0.00470,0.00930
2005-2009,2010,ref2000,M,2000,2000,1955,264589.00000,0.00000,"top (fewer at bottom, more at top)",0.58116,0.00791,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.14590,0.00834,0.18337,0.00950,0.12248,0.00736,0.23903,0.00962,0.30922,0.01101,0.17582,0.01000,0.24815,-0.07234,0.00961,0.24229,0.01212,0.24144,0.00085,0.01214,0.18229,0.01072,0.24864,-0.06635,0.01070,0.21425,0.01101,0.13551,0.07874,0.01103,0.18535,0.01020,0.12626,0.05909,0.01009
2005-2009,2010,ref2020,P,2020,2020,6402,943109.00000,0.00000,"bottom (more at bottom, fewer at top)",0.48333,0.00458,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.22946,0.00658,0.16214,0.00476,0.17548,0.00444,0.31134,0.00679,0.12157,0.00478,0.14236,0.00562,0.13530,0.00706,0.00550,0.22978,0.00712,0.17150,0.05828,0.00711,0.19932,0.00643,0.29712,-0.09780,0.00643,0.27723,0.00758,0.16512,0.11212,0.00751,0.15131,0.00555,0.23096,-0.07965,0.00563
2005-2009,2010,ref2020,H,2020,2020,3374,518596.00000,0.00000,"bottom (more at bottom, fewer at top)",0.46707,0.00605,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.24734,0.00923,0.15733,0.00635,0.18360,0.00621,0.31681,0.00918,0.09492,0.00557,0.14470,0.00762,0.12182,0.02288,0.00751,0.23120,0.00948,0.16979,0.06141,0.00944,0.20146,0.00850,0.29959,-0.09812,0.00851,0.28997,0.01035,0.17057,0.11940,0.01026,0.13267,0.00703,0.23824,-0.10557,0.00712
2005-2009,2010,ref2020,M,2020,2020,3028,424513.00000,0.00000,middle (fewer in both tails),0.50320,0.00607,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.20762,0.00829,0.16803,0.00654,0.16557,0.00573,0.30466,0.00896,0.15412,0.00714,0.13951,0.00742,0.15178,-0.01227,0.00720,0.22805,0.00955,0.17360,0.05445,0.00957,0.19669,0.00886,0.29410,-0.09741,0.00887,0.26167,0.00962,0.15846,0.10321,0.00957,0.17407,0.00793,0.22206,-0.04799,0.00799
2005-2009,2010,arrival_age_18plus,P,nearest,2010,7412,1102708.00000,0.00766,middle (fewer in both tails),0.50328,0.00438,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.20932,0.00597,0.16575,0.00463,0.15570,0.00420,0.32829,0.00671,0.14095,0.00468,0.13097,0.00505,0.13891,-0.00795,0.00495,0.22972,0.00677,0.18984,0.03988,0.00678,0.20771,0.00610,0.30225,-0.09454,0.00611,0.28814,0.00715,0.15477,0.13336,0.00711,0.14346,0.00507,0.21422,-0.07076,0.00512
2005-2009,2010,arrival_age_18plus,H,nearest,2010,4015,620313.00000,0.00778,"bottom (more at bottom, fewer at top)",0.48687,0.00576,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.22932,0.00818,0.16457,0.00605,0.14894,0.00563,0.34255,0.00920,0.11463,0.00556,0.13351,0.00680,0.12352,0.00999,0.00669,0.23566,0.00895,0.18738,0.04828,0.00895,0.20926,0.00799,0.31492,-0.10566,0.00798,0.29613,0.00957,0.15635,0.13978,0.00953,0.12545,0.00633,0.21784,-0.09239,0.00638
2005-2009,2010,arrival_age_18plus,M,nearest,2010,3397,482395.00000,0.00750,middle (fewer in both tails),0.52438,0.00566,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.18360,0.00750,0.16727,0.00641,0.16440,0.00578,0.30994,0.00844,0.17479,0.00700,0.12770,0.00669,0.15870,-0.03100,0.00650,0.22209,0.00891,0.19301,0.02909,0.00892,0.20572,0.00850,0.28597,-0.08025,0.00848,0.27786,0.00924,0.15275,0.12511,0.00917,0.16663,0.00735,0.20957,-0.04294,0.00741
2005-2009,2010,arrival_age_25plus,P,nearest,2010,4404,634383.00000,0.00000,middle (fewer in both tails),0.52208,0.00569,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.19378,0.00703,0.18541,0.00627,0.10880,0.00483,0.32420,0.00868,0.18781,0.00694,0.17320,0.00738,0.18806,-0.01486,0.00723,0.24058,0.00874,0.21089,0.02969,0.00873,0.18037,0.00744,0.27735,-0.09698,0.00747,0.23960,0.00854,0.13161,0.10799,0.00850,0.16625,0.00687,0.19209,-0.02584,0.00690
2005-2009,2010,arrival_age_25plus,H,nearest,2010,2256,341710.00000,0.00000,"bottom (more at bottom, fewer at top)",0.50290,0.00757,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.21499,0.00981,0.18384,0.00853,0.10246,0.00628,0.34605,0.01226,0.15266,0.00842,0.17338,0.00996,0.16473,0.00865,0.00980,0.24279,0.01182,0.20668,0.03611,0.01179,0.17873,0.00976,0.29168,-0.11295,0.00980,0.25542,0.01198,0.13432,0.12109,0.01192,0.14968,0.00875,0.20258,-0.05290,0.00878
2005-2009,2010,arrival_age_25plus,M,nearest,2010,2148,292673.00000,0.00000,"top (fewer at bottom, more at top)",0.54446,0.00743,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.16902,0.00874,0.18724,0.00852,0.11620,0.00668,0.29869,0.01097,0.22884,0.00990,0.17300,0.00970,0.21530,-0.04231,0.00948,0.23800,0.01150,0.21581,0.02219,0.01151,0.18228,0.01020,0.26061,-0.07833,0.01021,0.22113,0.01066,0.12844,0.09268,0.01066,0.18559,0.00965,0.17983,0.00576,0.00960
2005-2009,2010,arrival_age_20plus_certain,P,nearest,2010,5938,872671.00000,0.00000,middle (fewer in both tails),0.51438,0.00482,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.19742,0.00628,0.17459,0.00533,0.13389,0.00449,0.33500,0.00760,0.15910,0.00550,0.14639,0.00588,0.15877,-0.01237,0.00575,0.23189,0.00739,0.19956,0.03233,0.00738,0.19489,0.00660,0.29184,-0.09695,0.00662,0.27099,0.00779,0.14331,0.12768,0.00773,0.15584,0.00577,0.20652,-0.05068,0.00581
2005-2009,2010,arrival_age_20plus_certain,H,nearest,2010,3096,476381.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49707,0.00646,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.21997,0.00888,0.16922,0.00701,0.12913,0.00609,0.35317,0.01063,0.12851,0.00659,0.14964,0.00800,0.14093,0.00871,0.00785,0.23492,0.00989,0.19617,0.03875,0.00986,0.19455,0.00873,0.30484,-0.11029,0.00874,0.28427,0.01073,0.14540,0.13887,0.01064,0.13662,0.00726,0.21266,-0.07604,0.00731
2005-2009,2010,arrival_age_20plus_certain,M,nearest,2010,2842,396290.00000,0.00000,middle (fewer in both tails),0.53519,0.00623,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.17032,0.00772,0.18104,0.00723,0.13962,0.00607,0.31315,0.00954,0.19586,0.00808,0.14249,0.00769,0.18021,-0.03772,0.00746,0.22825,0.00977,0.20365,0.02460,0.00978,0.19530,0.00912,0.27621,-0.08091,0.00912,0.25501,0.00983,0.14079,0.11422,0.00978,0.17895,0.00828,0.19914,-0.02019,0.00830
